sample_id,text,true_label,llama_pred,mistral_pred,is_error,malayalam_pct,text_length,error_category
434,Pulimurugam team alle athinta oru chaaya evdokkeyo ondIKKA SUPERMAN PUNCH PWLIYEE,Mixed_feelings,INVALID,Positive,True,0.0,81,Mixed Sentiment Confusion
435,Trailer kidu....pakshe scriptm charactersum novelinu adichu matiyatanenu oru vivadam vanitundalo. Court order oke vakavekate shoot nadati enoke parenju news varunud,Mixed_feelings,INVALID,Negative,True,0.0,164,Mixed Sentiment Confusion
436,Bgm super. Padam above average aayirikkum,Mixed_feelings,INVALID,Positive,True,0.0,41,Mixed Sentiment Confusion
439,"Mr. പ്രഭാകർ  ഇത് ഇവിടെ വർക്ഔട്ട്‌ ആവില്ലാ, സ്ഥലം മാറ്റിപിടിക്കു, സംഭവം കൊള്ളാം",Mixed_feelings,INVALID,Negative,True,91.17647058823529,78,Mixed Sentiment Confusion
440,Eee oru odiyan ikkade bilalnte athre muttan illa,Mixed_feelings,INVALID,Negative,True,0.0,48,Mixed Sentiment Confusion
441,1989 il vadakkan veeragadha theateril kanda nhan veendum oru epic cinema kaanan thayyaredukkunnu.. MT yude dialogukalkk pakaram vekkan onnumilla..,Mixed_feelings,INVALID,Positive,True,0.0,146,Mixed Sentiment Confusion
444,Dayvu cheyth priyapettavare Kanni Akkaruth  over hype venda,Mixed_feelings,INVALID,Negative,True,0.0,59,Mixed Sentiment Confusion
445,രാജാധിരാജലേം masterpiece ലെയും പോലെ fighting തെലുങ്ക് ആവാതിരുന്ന പൊള്ളിക്കും..,Mixed_feelings,INVALID,Negative,True,70.4225352112676,78,Mixed Sentiment Confusion
448,Madhuraraja_3hours 86K like Lucifer_49 minutes 120K like Feel the difference,Mixed_feelings,INVALID,Positive,True,0.0,76,Mixed Sentiment Confusion
449,ക്ലാസിക്കൽ ഡാൻസ് അറിയാവുന്ന ആരെയെങ്കിലും കൊണ്ട് ചെയ്യിച്ചാ മതിയായിരുന്നു.,Mixed_feelings,INVALID,Negative,True,98.50746268656717,73,Mixed Sentiment Confusion
450,Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam,Mixed_feelings,INVALID,Negative,True,0.0,148,Mixed Sentiment Confusion
453,lucifer inte munnil enthonn raaja.! ettan da...,Mixed_feelings,INVALID,Positive,True,0.0,47,Mixed Sentiment Confusion
454,Prithwirajinthe samayam shariyalla ippo ella cinimayum parajayappedunnu ithenkilum hitavatte,Mixed_feelings,INVALID,Negative,True,0.0,92,Mixed Sentiment Confusion
455,angane oru divasam daivam marichu..........hahahahah.....nalla comedy,Mixed_feelings,INVALID,Negative,True,0.0,69,Mixed Sentiment Confusion
456,Lastil oru “laila may lailaa “ touch vannille BGM il 🥰🥰,Mixed_feelings,INVALID,Positive,True,0.0,55,Mixed Sentiment Confusion
457,Oru pandi comedy pandum pole unnd,Mixed_feelings,INVALID,Positive,True,0.0,33,Mixed Sentiment Confusion
458,tamil movie polea undeallo.  over aano,Mixed_feelings,INVALID,Negative,True,0.0,38,Mixed Sentiment Confusion
459,E trailer kanumpo amen orma varunn,Mixed_feelings,INVALID,Negative,True,0.0,34,Mixed Sentiment Confusion
460,Laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi,Mixed_feelings,INVALID,Negative,True,0.0,82,Mixed Sentiment Confusion
461,ennu ninte moideenile oru pattinte tune pole thonunu,Mixed_feelings,INVALID,Positive,True,0.0,52,Mixed Sentiment Confusion
462,Kunjaalikk eee sound fit alla ennoru thonal,Mixed_feelings,INVALID,Negative,True,0.0,43,Mixed Sentiment Confusion
463,Ithu pokkiri raja 2 aano atho pulimurugan 2 aanoenthayalum massAll the Best Ikka and team,Mixed_feelings,INVALID,Positive,True,0.0,89,Mixed Sentiment Confusion
464,പുത്തൻ പണം എന്ന സിനിമ പോലെ ആകാതിരുന്നാൽ മതി ആകെയുള്ള പ്രതീക്ഷ മമ്മൂക്ക ആൻഡ് അജയ് വാസുദേവ്                               മകനെ പടം കാണാതെ വിടമാട്ടെ,Mixed_feelings,INVALID,Negative,True,100.0,145,Mixed Sentiment Confusion
465,enthokeyo evdakayo oru thakarar pole... ennalum kolaam...,Mixed_feelings,INVALID,Negative,True,0.0,57,Mixed Sentiment Confusion
466,Saanam kidu but idakk aavisym illand kure vattam boss nokke ezhuthi chala maakki 1.2 vattam aanel kuzhappila nokkiya manasilavum,Mixed_feelings,INVALID,Negative,True,0.0,128,Mixed Sentiment Confusion
467,അനു ചേച്ചിയെ മിസ്സ്‌ ചെയ്തത് എനിക്ക് മാത്രമാണോ,Mixed_feelings,INVALID,Negative,True,97.5609756097561,46,Mixed Sentiment Confusion
468,Trailer KOLLAM KOLAMASS ... PAKSHE  KAANAN ORU SUKAM ILLA.... VELUTHAKANAMAAYIRUNNU,Mixed_feelings,INVALID,Negative,True,0.0,83,Mixed Sentiment Confusion
469,Ithu kanda puthan panam  ..evideyo entho thakararu pole.     Ini puthan panam pole aavo ithu ......,Mixed_feelings,INVALID,Negative,True,0.0,99,Mixed Sentiment Confusion
472,Kanditt oru naad rakshikal cliché aanenn thonunnu..,Mixed_feelings,INVALID,Negative,True,0.0,51,Mixed Sentiment Confusion
474,"lyrics ezhuthaan budhimuttiyitunaaavum le , chemberathiyum chembakathinum shesham mukkuthikkum koode oru paatinte kuravundaayirunullu.",Mixed_feelings,INVALID,Positive,True,0.0,134,Mixed Sentiment Confusion
476,പാട്ടിനനുസരിച്ചുള്ള ലിപ്സ് മൂവ്മെന്റ് കുറച്ചു കൂടി നന്നാക്കാമായിരുന്നു,Mixed_feelings,INVALID,Negative,True,100.0,70,Mixed Sentiment Confusion
477,Kilichundan mambazhathile... Laletan dilog parayana pole,Mixed_feelings,INVALID,Negative,True,0.0,56,Mixed Sentiment Confusion
478,bollywood movie fan aayitt oru chaya kaachal,Mixed_feelings,INVALID,Negative,True,0.0,44,Mixed Sentiment Confusion
479,ഈ പടം പൊളിയാരിക്കും. അങ്ങനെ ആകല്ലേ എന്ന് പ്രാർത്ഥിക്കുന്നു. കാരണം സിദ്ദിഖിന് കോമഡി ഫിലിം ആണ് നന്നായി ചെയ്യാൻ പറ്റുന്നത്.ലാലേട്ടൻ  മീര ജാസ്മിനുമായി ചേർന്നുള്ള ഒരു പടം പൊട്ടിയത് നമ്മൾ കണ്ടതാണ്  . ആക്ഷൻ ചെയ്തു വിജയിപ്പിച്ചിട്ടില്ല.,Mixed_feelings,INVALID,Negative,True,97.5,228,Mixed Sentiment Confusion
480,സത്യം പറഞ്ഞാൽ ഈ പാട്ട് അത്ര രസം ഒന്നുമില്ല കേൾക്കാൻ. ഇത്തവണ എം ജയചന്ദ്രൻ - ശ്രേയ ഘോഷാൽ - റഫീഖ് അഹമ്മദ് കോമ്പിനേഷൻ അത്രക്കങ്ങോട്ടു കലങ്ങീല്ല,Mixed_feelings,INVALID,Negative,True,97.5,139,Mixed Sentiment Confusion
481,കൊണ്ടോരാം കൊണ്ടോരാം കൈതോല പായ കൊണ്ടോരാം ഈ song മായി എന്തെങ്കിലും സാമ്യം ഉണ്ടെങ്കില്‍ തികച്ചും സാങ്കല്പിക മാത്രം,Mixed_feelings,INVALID,Negative,True,94.89795918367348,111,Mixed Sentiment Confusion
482,Comadey aguuum  realse aytuu paryaaam,Mixed_feelings,INVALID,Negative,True,0.0,37,Mixed Sentiment Confusion
483,Editing mosham. Mammukka get up poli,Mixed_feelings,INVALID,Negative,True,0.0,36,Mixed Sentiment Confusion
484,Padam oru horror movie akkamarnnuuu kaanunnavar koodi pedikanarnu,Mixed_feelings,INVALID,Negative,True,0.0,65,Mixed Sentiment Confusion
486,പ്രിയൻ സാർ ഭാഷ ശരിയാക്കു വൻ ഹിറ്റാകേണ്ട പടമാണ്,Mixed_feelings,INVALID,Negative,True,100.0,46,Mixed Sentiment Confusion
488,ഒരു പ്രതീക്ഷയും ഇല്ല   ഓടിയാൽ ഓടി അത്രേ ഉള്ളു,Mixed_feelings,INVALID,Negative,True,100.0,45,Mixed Sentiment Confusion
489,Bgm... എവിടെ ഒക്കെയോ രാക്ഷസൻ Bgm  കേറിവരുന്നു..... നിങ്ങൾക്കു തോന്നിയോ...,Mixed_feelings,INVALID,Negative,True,73.84615384615385,73,Mixed Sentiment Confusion
490,ഇതു എന്തുവ തെലുങ്ക് സിനിമ മലയാളത്തിൽ ഡബ്ബ് ചെയ്തപോലെ....,Mixed_feelings,INVALID,Negative,True,92.0,56,Mixed Sentiment Confusion
491,Dialogue delivery oru gummilla.. ahh padam varattee nokkam,Mixed_feelings,INVALID,Negative,True,0.0,58,Mixed Sentiment Confusion
493,Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila,Mixed_feelings,INVALID,Negative,True,0.0,84,Mixed Sentiment Confusion
495,"പാട്ട് എഴഞ്ഞ പോലെ , നടിമാർ HOT looking",Mixed_feelings,INVALID,Positive,True,65.625,38,Mixed Sentiment Confusion
497,എവിടെയൊക്കയോ എന്ന് നിന്റെ മൊയ്തീനിലെ മുക്കത്തെ പെണ്ണെ കേറി വരുന്നുണ്ടല്ലൊ,Mixed_feelings,INVALID,Negative,True,100.0,73,Mixed Sentiment Confusion
498,Dis like adichavar aaro avar... onnum parayunnilla,Mixed_feelings,INVALID,Negative,True,0.0,50,Mixed Sentiment Confusion
499,Trailer kaanikan udheshichavar padam full kaanichu ithilude...best,Mixed_feelings,INVALID,Positive,True,0.0,66,Mixed Sentiment Confusion
500,"വെപ്പുതാടി അച്ഛൻ , ഇത് 2019 ആയി.. പിന്നെ Pogo tv Comedies..   മാർഗം കളി സൂപ്പർ",Mixed_feelings,INVALID,Positive,True,64.0625,78,Mixed Sentiment Confusion
