sample_id,text,true_label,malayalam_density,llama33_pred,llama4_pred,gemma_pred,qwen3_pred,mistral_pred,gemini_pred
139,Padam polichu mass + class movie,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
140,Oro thavana kanumbozhum romanjam ikkaaaaa,Positive,0.0,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
141,dijo cheatta polichu too. padam thkarakum.,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
142,മാങ്ങാ ഉള്ള മാവിലെ കല്ല് എറിയു.കളി ആക്കി ചിരിച്ചവർ ഇതൊന്ന് കാണണം.  ന്റെ പൊന്ന് മമ്മുക്ക ഒരു പൊൻതൂവൽ കൂടെ കൂട്ടി ചേർത്തു ആ ചിറകിൽ,Positive,0.981651376146789,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
143,കഞ്ഞി പ്രതീക്ഷിച്ചു വന്നവർക്ക് നല്ല മട്ടൻ ബിരിയാണി കിട്ടിയ ഒരു ഫീൽ  ഇജ്ജാതി ഐറ്റം ഹോ ആ സൈറ്റടി രോമം എണീറ്റ് നിന്ന് ദേ നോക്കിക്കേ,Positive,1.0,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
144,ജോഷി സർ ൻറ്റെ move അല്ലെ കിടു വായിരിക്കും swasu all the best swasu മുത്തിനെ കാണാൻ കട്ട വെയിറ്റ് lvu swasu,Positive,0.6363636363636364,Positive,Positive,INVALID,INVALID,INVALID,INVALID
145,ഇതൊരു പൊളി പൊളിക്കും.. എജ്ജാതി കാസ്റ്റിംഗ്. Editing bgm direction art ഒരു രക്ഷേം ഇല്ലാ.. joshy sir strikes with a tsunami.,Positive,0.47619047619047616,Negative,Mixed_feelings,INVALID,INVALID,INVALID,INVALID
146,"ആദ്യം ഈ പാട്ടു കേട്ടപ്പോൾ ഇഷ്ടപ്പെട്ടില്ല ,ഇപ്പൊ ഈ പാട്ട് കേൾക്കാതെ ഒരു ദിവസം പോലും ഇരിക്കില്ല ! #addicted",Positive,0.8804347826086957,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
147,mind blowing ikkaaaa....,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
148,Happy birthday mammokka  Trailer kidu padam thakarkkum,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
149,Eth oru onnonnara padam aavum enn urappullavar like adi,Positive,0.0,Negative,Positive,INVALID,INVALID,INVALID,INVALID
150,Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
151,ആരും സഞ്ചരിക്കാത്ത വഴികളിലൂടെ നിവിൻ സഞ്ചരിച്ചു തുടങ്ങി,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
152,Eee Christmas jayettan edkuva  mmade tcr pooram,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
153,Fahad | Shyju Khalid | Sushin Shyam . Vere level,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
154,ikka mass alle.lalettan fAns kude ondu,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
155,ഇത്രയും റൊമാൻറിക്ക് ആയിട്ടുള്ള മലയാളം സോങ് ആദ്യമായിട്ടാണ് കാണുന്നത് ഷൈൻ വേറെ ലെവലാണ്,Positive,1.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
156,ഈ ചെറുക്കന്റെ ആ ചിരി കണ്ടിട്ട് എങ്ങനെ ഇവനെയൊക്കെ സിനിമയിൽ നിന്ന് ഒഴിവാക്കാൻ തോന്നുന്നേ.. നല്ല കഴിവ് ഉള്ള നടനാ..,Positive,0.9587628865979382,Positive,Positive,INVALID,INVALID,INVALID,INVALID
157,Nalla comedy movie aanenn thonnunnu....katta waiting🤗,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
158,കണ്ടിട്ടും കണ്ടിട്ടും മടുപ്പ് തോന്നാത്ത എനിക്ക് മാത്രം ആണോ,Positive,1.0,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
159,"sooraj santhosh,,,,,,,, Thaniye mizhikal....uyiril thodum.....ho oru reksha illa... sooraj machanu like poodu",Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
160,Adipwoliii Lalettaaa,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
161,Action film kaddittu kurrachu kallam ayyi,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
162,ഇൗ ഓണം ലാലേട്ടനും പിള്ളേരും ഇങ്ങ് എടുക്കുവാ...,Positive,0.926829268292683,Mixed_feelings,Negative,INVALID,Mixed_feelings,INVALID,INVALID
163,മമ്മുക്കായുടെയും ദിലീപേട്ടന്റയും പടം 100 ദിവസം കുടും🤲🤲🤲🤲🤲🤲,Positive,0.8301886792452831,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
164,Ittimaniyile laleattente look ishtamaayavar like adi....,Positive,0.0,Positive,Negative,INVALID,Mixed_feelings,INVALID,INVALID
165,"തീയേറ്ററിൽ ആയാലും , മിനി സ്ക്രീൻ ആയാലും ഓണം ലാല്ലേട്ടനൊപ്പം All d best  #AONIKALS",Positive,0.7391304347826086,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
166,E padathodu koodi tovino Thomas super star,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
167,പറവ സുഡാനി ഓക്കേ ഒത്തിരി ഇഷ്ടത്തോടെയാ കണ്ടത് itha അടുത്തതും ഇതും കണ്ടിരിക്കും,Positive,0.9411764705882353,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
168,Ubaid ekka paranjadhu sheriyaayirikkam  But Thudakkathile negative  adikkalle.. ...Adhyam e coment alle ellarum not cheuunnadhu..be positive Mammookka boss pwolikkum,Positive,0.0,Mixed_feelings,Mixed_feelings,INVALID,INVALID,INVALID,INVALID
169,Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram,Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
170,ഒരു ഹൈപും തരാതെ ഇന്ത്യയിലെഎറ്റവും മികച്ച സിനിമകളിലൊന്നാണ്  ദൃശ്യം ഈ പടവും അങ്ങനെയാവട്ടെ,Positive,1.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
171,ആദ്യം നോട്ടിഫിക്കേഷൻ വന്നു ന്യൂ ട്രൈലെർ ...ന്ത് കാണാൻ എന്ന് കരുതി reject..ചെയ്ത് ..വെറുതെ ഇപ്പൊ ഒന്ന് നോക്കി ...വീനിത് എട്ടോ ...പൊരിച്ചു ട്ടോ ഒന്നും പറയാൻ എല്ലാ കിടിലം ...Tx,Positive,0.8410596026490066,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
172,പടം പൊളിച്ചടുക്കി വേറെ ലെവൽ ഇപ്പൊ കണ്ടു ഇറങ്ങിയതേ ഒള്ളു,Positive,1.0,Negative,Positive,INVALID,INVALID,INVALID,INVALID
173,ഫഹദ് ഒരു രക്ഷയുമില്ല സൗബിൻ വേറെ ലെവൽ ഷൈൻ ഞെട്ടിച്ചു ശ്രീനാഥ് ഭാസി മാസ്സ് പടം മരണ മാസ് ഈ പാട്ട് കൊല മാസ്  Edit:tnx fr the likes,Positive,0.8269230769230769,Positive,Positive,INVALID,INVALID,INVALID,INVALID
174,Nice trailar soubin ikka nammale vismaipikkum.,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
175,ഷമ്മി Hero  ആടാ hero..................... ഷമ്മി പൊളിച്ചു മോനെ  ഷമ്മി ഫാൻസ് ഉണ്ടോ ഇവിടെ,Positive,0.6081081081081081,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
176,ഇഷ്കിലത്തെ പാട്ടും ഇതും കേട്ട് കേട്ട് പിന്നേം കേൾക്കും,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
177,രാജാധി രാജയിലെ ജോജു ചേട്ടന്റെ സ്വാമി അയ്യപ്പൻ എന്ന character കഴിഞ്ഞാൽ അടുത്ത mass character പൊറിഞ്ചു.... ആയിരിക്കും....,Positive,0.7169811320754716,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
178,മാമാങ്കം കണ്ട് ത്രില്ലടിച്ച ഇരിക്കുകയാണ്. അപ്പൊ ദേ അടുത്തത് എനിക്ക് വയ്യ,Positive,0.984375,Negative,Positive,INVALID,INVALID,INVALID,INVALID
179,നിവിൻ ഏട്ടന്റെ കരിയർ ബെസ്റ്റ് എന്ന് തോന്നുന്ന പ്രകടനമാണ് മൂത്തോൻ ട്രെയിലർ കാണുമ്പോൾ തോന്നുന്നത് ഒരുപാടു വയലൻസ് ഉള്ള പടം ആണെന്ന് തോന്നുന്നു സെൻസർബോർഡ് കത്രിക വെച്ചു ഇല്ലെങ്കിൽ നിവിൻ ഏട്ടൻ ഏറെ അഭിനയ വിസ്മയം തിയറ്ററിൽ കാണാം ആക്ടിംഗ് വേറെ ലെവൽ ഇത്രയും ഒരിക്കലും പ്രതീക്ഷിച്ചില്ല സൗണ്ട് മോഡുലേഷൻ പക്ക ഒരു രക്ഷയുമില്ല,Positive,1.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
180,Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan,Positive,0.0,Mixed_feelings,Negative,INVALID,Mixed_feelings,INVALID,INVALID
181,Waiting verutheyalla ini ravanant varava ..... Urapicho .. adutha hit manakunundee ent ikka ijjadhi look,Positive,0.0,Mixed_feelings,Negative,INVALID,INVALID,INVALID,INVALID
182,Aa Tamil Dialogue Ikka Thalaivarekalum kooduthal Mass Akki!! Ufff Like Firing,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
183,YouTube കയറിയപ്പോൾ സിനിമന്റ പേരിന്റ വ്യത്യസ്ത കണ്ട് വെറുത്തേ ഒന്ന് Trailer കണ്ട് നോക്കിയത ഒരു രക്ഷയും ഇല്ല. Trailer അവസാനം Directed by ജോഷി എന്ന് കണ്ടപ്പോൾ ഉള്ള രോമക്ഷം പറഞ്ഞ് അറിയിക്കാൻ കഴിഞ്ഞില്ല. Trailer തന്നെ ജോഷി സാർ ഞെട്ടിച്ചു കളഞ്ഞു.,Positive,0.8038277511961722,Negative,Positive,INVALID,INVALID,INVALID,INVALID
184,ഈ സോങ് ആദ്യം ഇറക്കിയിരുനെൽ പടം തീർച്ചയായും ഹിറ്റ്‌ ആയേനെ,Positive,0.9795918367346939,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
185,ഈ  ഓണം ഇട്ടിമാണിക്ക് ഒപ്പം,Positive,1.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
186,Kidiloski padam‍‍‍ sheriyaya psych padam fahade,Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
187,Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.,Positive,0.0,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
188,എന്റെ ദാസേട്ടാ അങ്ങയ്ക്ക് എണ്ണൽ സംഖ്യ എത്രയുണ്ടോ അത്രയും പ്രണാമം പ്രണാമം പ്രണാമം അർക്ക് കഴിയും ലാകത്തിൽ 80 വയസിൽ ഇത് പോലെ അങ്ങയ്ക്ക് മാത്രം പ്രണാമം,Positive,0.984375,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
189,Madhura raja....kandadhil vechu adipoli thagarppan movie...mammukka,Positive,0.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
190,അടിപൊളി മലയാളം ജാക്കി ചാൻ and ജാക്കി ചായത്തി .... പൊളി ട്രൈലെർ.. മാസ്സ്.. ഇഷ്ടപ്പെട്ടു,Positive,0.8533333333333334,Positive,Positive,INVALID,INVALID,INVALID,INVALID
191,ഒരു മാസ്സ് കമ്മട്ടിപ്പാടം... പിന്നെ മറിയോം... പെര്ന്നാളെന്നെ... ജോജു മരണ മാസ്സ്!!!,Positive,0.8378378378378378,Positive,Positive,INVALID,INVALID,INVALID,INVALID
192,Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
193,Super tamil physco movies aya rakshasan ne kadathi vettum,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
194,Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
195,പൊളിച്ചുട്ടോ  ഇഷ്ട്ടായി പെരുത്ത് ഇഷ്ട്ടായി,Positive,1.0,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
196,"Finally mammokka is back , taleh kalippe teerunillalaaa",Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
197,lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
198,Ikka vere level ttaaaaaa.. All the best... Ithu thakarkum,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
199,ഒരു രക്ഷയും ഇല്ല  മച്ചാനേ... പൊളി എന്നൊക്കെ  പറഞ്ഞാൽ  ഇതാണ്  പടം... കണ്ണൂർക്കാർ ഉണ്ടെങ്കിൽ അടി LIKE,Positive,0.8795180722891566,Positive,Negative,INVALID,INVALID,INVALID,INVALID
200,What  a song. Super movie.വളരെ വ്യത്യസ്തമായ role ചെയ്തത് സൗബിൻ ആണ്.,Positive,0.543859649122807,Positive,Positive,INVALID,INVALID,INVALID,INVALID
201,Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
202,"pranayam ee paattanu athu kazhinjulla life  orikkalum ingane aavilla   ,, love uuu song",Positive,0.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
203,Look aayi lalettan thonni prithivi muthaanu like adi makkalee,Positive,0.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
204,Ingeru oru complete surprise package anallo  Abrid Shine,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
205,hoo kolamass item thannee...bgm oru rakshayumillaa,Positive,0.0,Mixed_feelings,Negative,INVALID,INVALID,INVALID,INVALID
206,Anna  നിങ്ങള് പുലിയല്ല.....ആന പുലിയാണ്.... ആന പുലി... മമ്മുക്ക ഇസ്‌തം,Positive,0.7213114754098361,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
207,ഇത് ഏതോ വേറെ ലെവൽ പടമാണെന്ന് തോനുന്നു...ഒരു മരണ മാസ്സ് ഐറ്റം,Positive,0.9423076923076923,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
208,Sowbin ikkaa ayond parayan .. nallaru story kanum,Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
209,അന്നും ഇന്നും  കട്ട മമ്മൂക്ക ഫാൻസ് ആരുണ്ട്,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
210,ഇന്ന് രാവിലെയും ടീസർ കാണുന്നവരുണ്ടോ Uff ഇജ്ജാതി Heavy Mass Item,Positive,0.7090909090909091,Positive,Positive,INVALID,INVALID,INVALID,INVALID
211,Aarum kaana hridaya...... Awfff what a line,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
212,Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,Positive,0.0,Negative,Positive,INVALID,INVALID,INVALID,INVALID
213,ഇത് എത്ര വട്ടം കേട്ടു എന്ന് എന്റെ ചെവിക്കേ അറിയൂ,Positive,1.0,Negative,Negative,INVALID,Mixed_feelings,INVALID,INVALID
214,Malayala cinemaye adakki barikkan ithaverunnu..... oru kolakolli item....,Positive,0.0,Negative,Negative,INVALID,Mixed_feelings,INVALID,INVALID
215,Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan,Positive,0.0,Positive,Negative,INVALID,INVALID,INVALID,INVALID
216,Ho...oru azhchak ithrayum Neelam ondo?... Idikkatta waiting...,Positive,0.0,Negative,Negative,INVALID,INVALID,INVALID,INVALID
217,Good Luck Prithviraj And Lalettaaa Pwlichekkane...,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
218,ചരിത്രം സിനിമയാകുമ്പോൾ അതിലെ നായകൻ മമ്മൂക്ക എങ്കിൽ സിനിമ ചരിത്രമാകും   #മാമാങ്കം,Positive,0.9857142857142858,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
219,എല്ലാ മരുന്നുകളും ഉണ്ടെല്ലൊ... ഇത്‌ തിമിർക്കും.  - കട്ട ഫാൻ ഒഫ്‌ ഫഹദിക്ക,Positive,0.8870967741935484,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
220,Trailer  thanne 100 vattam kaanan thonna..... padam poliyaanu appo...🤘🤘🤘🤘🤘,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
221,Poli poli poli 🥰🥰🥰chende bgm wooow,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
222,ഇട്ടിമാണി  ഒരു മുഴുനീള കോമഡി ചിത്രമാമാണെന്ന് വീണ്ടും വീണ്ടും തെളിയിച്ചിരിക്കുന്നു,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
223,Ee pattil lalettan step irangivarunna scene.....ohhh romanjamm,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
224,ജോജു ചെമ്പൻ നൈല ജോഷിസർ ഇത് പൊളിക്കും,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
225,E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
226,Vere level of making nd lalettan was awesome,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
227,Ente mammooka ninghale mass alla  Marana massum alla  Pakshe ninghal kolamass aanu ikka,Positive,0.0,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
228,1:48 എജ്ജാതി ഫീൽ ഈ ഭാഗം മ്യൂസിക്കിന്,Positive,0.8709677419354839,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
229,എന്റെ പൊന്നു ഇത് ഒരു ഒന്നൊന്നര ഐറ്റം ആയിരിക്കും രണ്ടും മൂന്നും തവണ കണ്ടവർ അടി ലൈക്ക്,Positive,1.0,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
230,ന്റ പൊന്നോ ഒരു രക്ഷയില്ല ചങ്കിടിപ്പൊക്കെ കൂടി,Positive,1.0,Negative,Negative,INVALID,Mixed_feelings,INVALID,INVALID
231,heavy mass loading   katta waiting,Positive,0.0,Negative,Positive,INVALID,INVALID,INVALID,INVALID
232,രാജുവേട്ടാ... സുരാജേട്ടൻ മൊത്തത്തിൽ കൊണ്ട് പോകുമോ...  Rajuettan Surajettan,Positive,0.6268656716417911,Mixed_feelings,Mixed_feelings,INVALID,Mixed_feelings,INVALID,INVALID
233,Enta ikka polichu   Kidu item  Ethu polikkum,Positive,0.0,Mixed_feelings,Positive,INVALID,Mixed_feelings,INVALID,INVALID
234,Trailer കാണുന്നേ മുൻപേ like അടിച്ചവർ ഇവടെ കമോണ്,Positive,0.7317073170731707,Negative,Negative,INVALID,Mixed_feelings,INVALID,INVALID
235,കളിയാക്കുമെന്നു ഉറപ്പുണ്ടായിട്ടും ....ചെയ്യാൻ മനസ്സു കാണിച്ച ഇക്കാക് സല്യൂട്ട്...,Positive,0.9066666666666666,Mixed_feelings,Positive,INVALID,INVALID,INVALID,INVALID
236,ഒരു രക്ഷ ഇല്ലാ മച്ചാനെ. ഒരു രക്ഷ ഇല്ലാത്ത പടം. ഇനിയും കാണും തീയേറ്റർ ഇല് പോയി തന്നെ. shane മച്ചാനെ. നീ പോളിയാടാ . vibe പടം,Positive,0.8627450980392157,Negative,Mixed_feelings,INVALID,INVALID,INVALID,INVALID
237,ഇതൊക്കെ  കാണാൻ  അഭിക്കാ  ഉണ്ടായിരുന്നെങ്കിൽ.. ജീവിതത്തിൽ  ഏറ്റവും  കൂടുതൽ സന്തോഷിക്കുന്ന  നിമിഷംമായിരിക്കും... മനസിന്‌ ഒരുപാട് ടച്ച്‌ ചെയുന്ന  ഫീലിംഗ്  ഈ സോങ്ങിനുണ്ട്,Positive,0.951048951048951,Positive,Positive,INVALID,INVALID,INVALID,INVALID
238,ഈ ഓണം ഇട്ടിമാണി  കളർഫുൾ ആക്കും ട്ടാ..,Positive,0.9354838709677419,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
239,വെറും രാജുവും സുരാജുവും  ഇത്തവണ തീ പാറിക്കും.....,Positive,0.8837209302325582,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
240,Kayamkulam kochunnila nayakan lalettan allallo but kayyadi muzhuvanum kond poi...marana masss intro,Positive,0.0,Mixed_feelings,Mixed_feelings,INVALID,INVALID,INVALID,INVALID
241,ഈ സിനിമ ഒരു വിജയമാകട്ടെന്നു ആശംസിക്കുന്നു... all the best ചാക്കോച്ചൻ and team..,Positive,0.6811594202898551,Positive,Positive,INVALID,INVALID,INVALID,INVALID
242,Shammi hero aada🤣🤣🤣 ath poley ee padam pakka hit aada,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
243,അടിപൊളി  ദിലീപ്  ഏട്ടൻ  പൊള്ളിച്ചു,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
244,Adipoli FDFS thanne kaanum. Pulimurugan onnum ithite athra  varathilla. Katta waiting,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
245,ഹെവി.. ജോജുവേട്ടന് അടുത്തൊരു ബ്ലോക്ക്ബസ്റ്റർ ലോഡാവുന്നുണ്ട്,Positive,0.9636363636363636,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
246,Box office thukkiyadikke ready ayikkoo makkaleee,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
247,Joju vere level aayi Vanna varav  from thrissur,Positive,0.0,Positive,Positive,INVALID,INVALID,INVALID,INVALID
248,സ്വന്തമായി റെക്കോർഡ് ഇടുക അതു സ്വന്തമായി പൊട്ടിക്കുക.. ഒരു മര്യാദ ഒക്കെ വേണ്ടേ ലാലേട്ടാ..,Positive,0.9493670886075949,Negative,Negative,INVALID,Mixed_feelings,INVALID,INVALID
249,പ്രേമത്തിന് കണ്ണില്ല എന്ന് കാണിച്ചു തന്ന പടം,Positive,1.0,Positive,Positive,INVALID,Mixed_feelings,INVALID,INVALID
250,Nalla Padama Kandavar maathram like cheyyu,Positive,0.0,INVALID,Positive,INVALID,INVALID,INVALID,INVALID
