sample_id,text,true_label,llama_pred,mistral_pred
172,Mass entry ekka,Positive,Positive,Positive
173,പൊളി സ്റ്റെപ്..... ufff തിയേറ്റർ അങ്ങ് കുലുങ്ങി ഇത് വന്നപ്പോ,Positive,Negative,Positive
174,ദാസേട്ടൻ വോയിസ്‌  മമ്മൂക്ക സ്ക്രീൻ പ്രെസെൻസ്,Positive,Positive,Positive
175,അന്നും ഇന്നും  കട്ട മമ്മൂക്ക ഫാൻസ് ആരുണ്ട്,Positive,Positive,Mixed_feelings
176,സുരാജ്‌ ജയിക്കേണം എന്നാണ് എന്റെ ആഗ്രഹം,Positive,Positive,Positive
177,LALETTAAA POLICHU  100 CR KOYYUM,Positive,Positive,Positive
178,Nalloru cenima anubhavam malayalikalk sammanikunne karyam therrchayayi,Positive,Positive,Positive
179,Trailer Valare ishtai,Positive,Positive,Positive
180,Late aayi vannalum latest aayi varananu A10 nu istam latest aayi tanne varum  Lalettan,Positive,Positive,Positive
181,Ithaan ikkane megaaastar aakith Ikka uyirrrr,Positive,Positive,Positive
182,ഇതൊരു പൊളി പൊളിക്കും.. എജ്ജാതി കാസ്റ്റിംഗ്. Editing bgm direction art ഒരു രക്ഷേം ഇല്ലാ.. joshy sir strikes with a tsunami.,Positive,Positive,Mixed_feelings
183,"ഇജ്ജാതി സിനിമകളോട് നുമ്മക് പണ്ടേ മുഹബത്താണ് പോരാത്തേന് സൗബിൻ ഇക്കായും , ഷൈൻ ഇക്കായും, ഫഹദ് ഇക്കായും ഇത് പൊരിക്കും  Feb 7",Positive,Negative,Positive
184,1:52 mass level  Fdfs urappichavar like adikku,Positive,Positive,Positive
185,Swasu  .. മുത്തേ..... All  the best ..... ഞങ്ങളുടെ ച ങ്കിടി പായ ടwasu ന് എല്ലാവിധ ആശംസകള്..... LOVe you ... too....,Positive,Positive,Positive
186,Oru variety padam manakkunnu ettan uyir,Positive,Positive,Positive
187,മമ്മൂക്ക യെ പെൺവേശത്തിൽ  കാണിക്കുന്ന രംഗം കാണണമെങ്കിൽ ചെല്ല്  ടിക്കറ്റ് എടുക്ക്  ടിയട്ടറിൽ കാണാത്തവർ നാളെ Tv യിൽ കാണുമ്പോൾ  ടിയട്ടറിൽ  കാണാൻ പറ്റാത്തത്തിൽ ദുഃഖിക്കും  ഇത് കുറിച്ചിട്ടോ   ആ Bgm  യുദ്ധരംഗം ഹ എജാതി,Positive,Positive,Mixed_feelings
188,kidu bgm making dailogue full pwli mood ichayan,Positive,Positive,Negative
189,"Nala patt, cinema adipoli  psycho fahad fasil",Positive,Positive,Positive
190,Prayam koodundorum soundaryam koodunna ore oraal.. Mammookka,Positive,Positive,Positive
191,Ikka ejjathi look... ejjathi entry,Positive,Positive,Positive
192,"നല്ല ഗാനം, സുഹൃത്തുക്കളെ ഞാൻ സാഹിത്യകാരണാണ്, ഗാനം, സിനിമ ഇഷ്ടപ്പെടുന്നു. എന്റെ youtube ചാനൽ Subscribe ചെയ്യണേ കുട്ടുകാരെ.",Positive,Positive,Positive
193,Mammookka ithelum mass aayi big b il varunnund ith verum sample,Positive,Positive,Positive
194,മലയാള സിനിമ ഇത് എന്തിനുള്ള പുറപ്പാടാ. amazing,Positive,Positive,Positive
195,Mech ഇല്‍ ഓണം സെലിബ്രേഷന്‍ ആണ്‌ ചേട്ടാ...``   ആ ചിരി പൊളിച്ച് 2:25,Positive,Positive,Positive
196,പൊറിഞ്ചു മറിയം ജോസ് ടീമിലെ എല്ലാ അംഗങ്ങൾക്കും ഒരു all the best... പ്രത്യേകിച്ചും ഞങ്ങടെ സ്വാസൂട്ടിക്ക് ഒരു പാട് ഉയരങ്ങളിൽ എത്തട്ടെന്ന് ആത്മാർത്ഥമായി പ്രാർത്ഥിക്കുന്നു....,Positive,Positive,Positive
197,Malayalam cinema technical aayi orupaad uyarattee. Valiya budget quality films iniyum ithe pole undavatte.,Positive,Positive,Positive
198,EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....,Positive,Positive,Positive
199,ഇടവേളകളിലെ പഫ്സും ഡ്രിംഗ്സും ക്ലാസുകളിലെ ചെറുകുരുത്തക്കേടുകളും പരീക്ഷകളിലെ മഹത്തായ മാർക്കുകളും ഇനിയൊരിക്കലും തിരിച്ച് കിട്ടാത്ത ആ +1 & +2 കാലത്തെയും ഓർമ്മിപ്പിച്ച്   ഒരു തണ്ണീർമത്തൻ ദിനം  Miss u guyzzzz,Positive,Positive,Mixed_feelings
200,Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome,Positive,Positive,Positive
201,Ettan fans like button pottich kaanich kodkk,Positive,Positive,Negative
202,polichu muthe laleta enna glamour aa postersiloke,Positive,Negative,Positive
203,ജോജോ  മച്ചാന്റെ  അടുത്ത  ഹിറ്റ്‌... കട്ട വെയ്റ്റിംഗ്,Positive,Positive,Positive
204,"ഇത് കണ്ടാലേ അറിയാം സൂപ്പർ മൂവി ആണെന്ന്, മഞ്ജു 🤩🥰🥰",Positive,Positive,Positive
205,Maamankam industrial hit aavm ennulavar . anyone...,Positive,Positive,Positive
206,ഷൈൻ അടിപ്പോളിയാണ് പക്ഷെ സൗബിൻ ഈ ചിത്രത്തിൽ ഞെട്ടിച്ചു കളഞ്ഞു.........,Positive,Mixed_feelings,Positive
207,ഒരുപാട് ആക്ഷൻ മൂവിസിന് ശേഷം പഴയ മോഹനലാലായി തിരിച്ചു വന്നിരിക്കുന്നു  ലാലേട്ടാ സൂപ്പർ,Positive,Positive,Positive
208,Ufff vere level ikkaaa ingha pwoli aahn,Positive,Positive,Positive
209,Orikkal kandal orikkalum marakkatha drishyanubavam addayirikkum mamangam Oru like thannoode,Positive,Positive,Positive
210,Trailer  thanne 100 vattam kaanan thonna..... padam poliyaanu appo...🤘🤘🤘🤘🤘,Positive,Negative,Negative
211,പടം പൊളിച്ചു.. എജ്ജാതി ഫിലിം.. ഷൈൻ,Positive,Positive,Positive
212,Ini madhu chettan brilliance kandu pidikendi varum,Positive,Positive,Positive
213,Oru rakshayum illaaatha waiting  ഒന്നൊന്നര ട്രൈലെർ,Positive,Negative,Negative
214,ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum,Positive,Positive,Positive
215,super filim thanks rajuvetta lalettan thakarthu,Positive,Positive,INVALID
216,Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩,Positive,Positive,Positive
217,sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle,Positive,Positive,Negative
218,Wow.... എന്നാ ഒരു ഗൃഹാതുരത്വം ആട ഉവേ..,Positive,Negative,Positive
219,Become an arjun asokaN fan. .. padam kalakki,Positive,Positive,Positive
220,ഇവിടെ ശൈലിക്കോ ഭാഷാപ്രയോഗത്തിനോ അല്ല പ്രസക്തി കാരണം നമ്മളാരും കേട്ടിട്ടുമില്ല കണ്ടിട്ടുമില്ല അപ്പൊ ശഹീദ് കുഞ്ഞാലി മരക്കാരെ ഭാഷാ ശൈലി ഇതു തന്നെ,Positive,INVALID,Mixed_feelings
221,Chackochan nte veroru avathaaram aavum idh. Blockbuster il kuranjonnum pradheekshikkunnilla,Positive,INVALID,Negative
222,Odiyan trailer kidukki Laletta nigal vere levela,Positive,INVALID,Positive
223,Oru 10 thavana kandu,Positive,INVALID,Negative
224,ഞാൻ ഈ പടം കണ്ടു പടം തകർത്തു പടം വേറെ ഒരു ലെവൽ ആണ്,Positive,INVALID,Positive
225,ഈ പാട്ട് ഈണം പകര്ന്ന  മഹാനാക്കട്ടെ നമ്മുടെ ലൈക്,Positive,INVALID,Positive
226,എന്റെ ഏട്ടാ..  നിങ്ങൾ മരണ മാസ്സ് ആണ്..  ഏത് വേഷവും അതിന്റേതായ തന്മയത്തത്തോടെ ചെയ്യാൻ നിങ്ങൾക്കല്ലാതെ വേരാർക്ക് പറ്റും??..  അഭിനയം എന്ന കലയുടെ പൂർണ്ണരൂപം ആണ് ഏട്ടാ നിങ്ങൾ.. love u ettaa..,Positive,INVALID,Positive
227,ചാവേറിന്റെ വരവ് കഴിഞ്ഞു എനി അസുരന്റെ വരവിനായി കാത്തിരിക്കുന്നു..  Best wishes ഇക്കാ..,Positive,INVALID,Positive
228,"ആദ്യം ഈ പാട്ടു കേട്ടപ്പോൾ ഇഷ്ടപ്പെട്ടില്ല ,ഇപ്പൊ ഈ പാട്ട് കേൾക്കാതെ ഒരു ദിവസം പോലും ഇരിക്കില്ല ! #addicted",Positive,INVALID,Positive
229,"പടം കണ്ടു.. ഗംഭീരം... ജോജോ തകർത്തു..പറയാൻ വാക്കുകൾ കിട്ടുന്നില്ല ... എവിടെയൊക്കെയോ കിരീടത്തിലെ ലാലേട്ടനെ കൊണ്ട് വന്നു.. ജീവിച്ചു കാണിച്ചു... നൈല ഉഷ, ചെമ്ബൻ വിനോദ് കട്ടക്ക് നിന്ന് അഭിനയിച്ചു... മാസ്സ് നു മാസ്സ്, അടിക്ക് അടി, senti ക്ക് senti.. എല്ലാം ഒത്തു വന്ന film... അടുത്ത കാലത്ത് ഇറങ്ങിയ നല്ല പടം. Family ക്ക് ഒപ്പം കാണാൻ പറ്റിയ പടം",Positive,INVALID,Positive
230,Direction kidu aanennu thonnanu      Mammootyude prithvidem star value kaaranam sradhikkappedukayum cheyyum,Positive,INVALID,Positive
231,Mariam kiduu...  Jose Masss...  Porinju Maranamass...,Positive,INVALID,Positive
232,ട്രെയിലര്‍ കണ്ടപ്പോള്‍ തന്നെ രോമാഞ്ചം വന്നു .....ഒന്നും പറയാനില്ല ഇത് പൊളിച്ചു....... <3.... കട്ട വെയിറ്റിംഗ് ഫോര്‍ ദി മൂവി #ROYAL_MEX,Positive,INVALID,Positive
233,Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive,INVALID,Negative
234,Manju chechina orupad istam Lady superstar is back . Trailer super aayi. Ee film oru van vijayam aavatte Manju chechi,Positive,INVALID,Positive
235,Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,Positive,INVALID,Positive
236,Jai jai jai lalettan ki jai,Positive,INVALID,Positive
237,Heavy trailer.. kurachu naalinu shesham oru malayalam padam kaanan kothipikunnu,Positive,INVALID,Positive
238,Film hitayalum floppayalum trailerinirikate oru kuthirappavan,Positive,INVALID,Mixed_feelings
239,Big b model...  Ikka fans hit like,Positive,INVALID,Positive
240,Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##,Positive,INVALID,Positive
241,Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa,Positive,INVALID,Positive
242,ഇത്ര നല്ല പാട്ടിനെയാണല്ലോ ഡീഗ്രേഡ് ചെയ്തത് ഊളകൾ. പടം കണ്ടപ്പഴല്ലേ മനസിലായത്. മമ്മൂട്ടി കലക്കി,Positive,INVALID,Negative
243,LAD പോലെ ഉള്ള ചവർ ജയിപ്പിച്ചിട്ടു ഇതു പോലെ ഒന്നു തോൽപ്പിക്കാതെ ഇരിക്കുക,Positive,INVALID,Negative
244,#mamangam 2019 It will be an epic. Mammukka uyir,Positive,INVALID,Positive
245,Nammde  Chemban chettan kidu vinde fans undel aa button ang njekkpotticholiii... 🤩🤩🤩,Positive,INVALID,Positive
246,Baju +mammookka കോമ്പിനേഷൻ   ഇത് പൊളിക്കും,Positive,INVALID,Positive
247,ആ ചിരി കണ്ടോ  വില്ലന്റെ ചിരി  അപ്പൊ ബോക്സ്‌ ഓഫീസ് rip,Positive,INVALID,Negative
248,Njan Ee Cinema Maveli Theater il Vachhu Kanddu Avassanam Kannu Nananju-Poyeeee....,Positive,INVALID,Negative
249,Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗,Positive,INVALID,Positive
250,Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Positive,INVALID,Negative
251,അയ്യേ.... ഇത് പണ്ടേ ഇറങ്ങിയ പടം അല്ലെ വല്യേട്ടൻ,Negative,INVALID,Negative
252,Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...,Negative,INVALID,Positive
253,Malayalathil nalla nadimar illanjittano eee ammayiyea konduvanne... nthu bore aanu avarude abhinayam porathenu enthu oooola lukkanu... sheeeeeaaaaaa valare bore aayippoyi.. ee ammayi ivide kanillayirikkum ini...🤔🤔🤨🤨,Negative,INVALID,Negative
254,Ethilum betham gopi sunderaa kayamkulamkochunni enna movie songs nallathayirunnu,Negative,INVALID,Positive
255,ഈ പാട്ട് rasallyaa.. അടുത്തത് നോക്കാം.. MJ ser...,Negative,INVALID,Positive
256,Chettatharam kanich... App upayogich dislike adichavarod,Negative,INVALID,Negative
257,കുന്നംകുളം ഒഴിച്ച് ബാക്കി എല്ലാ നാട്ടിലെയും സ്ലാങ് ഇയാൾ ഇതിൽ പറയുന്നുണ്ട്. ഈ പൊട്ടൻ എത്ര നാൾ ഇങ്ങനെ തള്ളി പിടിച്ചു നിൽക്കും.,Negative,INVALID,Negative
258,8 നിലയിൽ പൊട്ടും എന്ന് ഉറപ്പ് ആയി,Negative,INVALID,Negative
259,Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...,Negative,INVALID,Negative
260,Apo athum potti .. aaaa pratheekshayum poyi,Negative,INVALID,Negative
261,വടക്കൻ വീരഗാഥയിലെ പാട്ടു പോലെ പ്രതീക്ഷിച്ചു - but  ഇത് ലോക്കൽ പാട്ടും സൂപ്പർ Scenes ഉം,Negative,INVALID,Mixed_feelings
262,Aayea.... ithu oru unda aavolo.... boar ....,Negative,INVALID,Negative
263,"മമ്മുക്കയെ കാണാൻ വന്നതാ, ഊള പാട്ട്, തട്ടി കൂട്ടി പാട്ട് അത്രയേ ഉള്ളു",Negative,INVALID,Negative
264,സീരിയൽ കാണുന്ന പോലെ ഉണ്ട് .. സിനിമ അങ്ങനെ ആവാതിരിക്കാൻ പ്രതീക്ഷിക്കുന്നു,Negative,INVALID,Mixed_feelings
265,"കിളിച്ചുണ്ടൻ മാമ്പഴം റീലോഡഡ് .  മലയാളം സിനിമകൾ മാത്രം കാണുന്നവർക്ക് ,അന്തം വിട്ടിരിക്കാം .പ്രിയദർശനല്ലെ ,ഒരു വിധപ്പെട്ട എല്ലാ ഹോളിവുഡ് സിനിമയിൽ നിന്നും വിഷ്വൽസ് ചോർത്തിയിട്ടുണ്ടാകും .",Negative,INVALID,Negative
266,paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik,Negative,INVALID,Mixed_feelings
267,Pottum  bengaali look  IDGAF mon,Negative,INVALID,Negative
268,ഇവളുടെ കയ്യിൽ ഒക്കെ ആരാ സിനിമ കൊടുക്കുന്നത് അ ഹൗ ഓൾഡ് ആർ യു അല്ലാതെ ഏത് സിനിമയ വിജയിച്ചത്,Negative,INVALID,Negative
269,ITHU ENTHONNU DANCE AANU??MAMMOOKKAKKU AAMAVADHAM PIDICHO??DAYAVU CHEYTHU MAMMOOKKAYODU INI MELAL DANCE KALICHEKKALLE ENNU PARAYU.,Negative,INVALID,Negative
270,ഉണ്ണി മുകുന്ദൻ മസിൽമാൻ മാത്രം ആയി മാറി,Negative,INVALID,Mixed_feelings
271,Enthu paatu aanu ethu...undakiya are sammadhikanam,Negative,INVALID,Negative
272,ഒടിയൻ സിനിമക്ക് ശേഷം ലാലേട്ടന്റെ bodylanguage ഒരുപാട് മാറ്റം വന്നു . പഴയ ലാലേട്ടനെ കാണാൻ സാധിക്കുന്നില്ല.,Negative,INVALID,Negative
273,Nalla kure trailer scene padathil kandilla ellam cut chythu mudichu kalanju,Negative,INVALID,Negative
274,ഇതുവരെ 2.1 k പൂജപ്പുര മച്ചാൻസ് ടീസർ കണ്ടു  .. enjoy..Enjoy..,Negative,INVALID,Positive
275,സത്യം പറഞ്ഞ ട്രയ്ലർ anik eztam ആയില്ല,Negative,INVALID,Negative
276,"poda thayolikala ninte oka ammada mech ,",Negative,INVALID,Negative
277,"എന്റെ അലക്കിയിട്ട പുതിയ ഷഡ്ഢി  കാണുന്നില്ല,അപ്പോളാണവളുടെ ഒരു മൂക്കുത്തി.",Negative,INVALID,Negative
278,Title il Suraj ettante peru vekkaathath moshaayipoyi..,Negative,INVALID,Negative
279,Cinema muyuvan manassilayi ini padam kaanano,Negative,INVALID,Positive
280,Dislike adicha mamookante  fanse odu myrukale,Negative,INVALID,Negative
281,ടൈറ്റിൽ നോ ഇമോഷണൽ ടച് ആരാധകൻ മതിയായിരുന്നു,Negative,INVALID,Negative
282,Mookkinittoru idi tharumbol ee asukam marum. Mookuthi kandillanum paranju dance kalikunu athu nokki kandupidikkanollenu. Enth tholinja variyanu saho?? Malayala bhashayil pettenu kshaamam vanno?? Ingeru thannano aavo ennu ninte moideenu vendi ezhuthye.,Negative,INVALID,Negative
283,ടീസർ ഇറങ്ങുന്നതിനു രണ്ടു ദിവസം മുൻപേ dislike. എന്ത് പേടിയാണ് മോനെ,Negative,INVALID,Negative
284,dislike adicha premukhan markku nanni . asooya,Negative,INVALID,Negative
285,verum  nadathavum iruttavum mathrame  ullu,Negative,INVALID,Negative
286,ഞമ്മന്റെ ആൾക്കാർ കിടന്നു ഉമ്പുന്നുണ്ടലോ...ഇതേതോ കുന്നം കുളം video ആണ്...മമ്മൂക്കയുടെ mamengam എന്ന ബോർ ട്രയ്ലർ ആണ്.🤧🤧,Negative,INVALID,Negative
287,ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?,Negative,INVALID,Mixed_feelings
288,അയ്യോ 100കോടി വെള്ളത്തിൽ വളിയിട്ട പോലെ ആകുമല്ലോ ഇതിപ്പോ ഈ ചുണ്ടൻ മാമ്പഴം to എന്ന് പേരിട്ടാൽ പോരെ അതല്ലേ അതിൻറെ ഒരു ശരി കുഞ്ഞാലി മരക്കാർ വേറെ വരുന്നുണ്ട് ചരിത്ര നായകൻ ആ നായകൻ ഒരാൾക്ക് മാത്രമേ കഴിയൂ മെഗാസ്റ്റാർ വേറെ ആരും ഒന്നും ചെയ്തിട്ട് കാര്യമില്ല ഒരു രക്ഷയുമില്ല,Negative,INVALID,Negative
289,ഇത് ഷൈലോക്കിന്റെ കൂടെ പിടിച്ചു നിൽക്കാൻ പറ്റുമെന്ന് തോന്നുനില്ല,Negative,INVALID,Negative
290,ലാലേട്ടനെ  ഒരുപാടിഷ്ടമാണ്..... പക്ഷെ  പറയട്ടെ.... ചിത്രം  നിരാശപ്പെടുത്തി.....പതിവ്  പോലെ  ലാലേട്ടന്റെ റോൾ  അദ്ദേഹം  ഭംഗിയായി  ചെയ്തു.... ബട്ട്‌.......ഇതുപോലെ..... ലോജിക്  ഇല്ലാത്ത  മണ്ടൻ കഥയിൽ അദ്ദേഹം  തല  വെച്ചു പോയി......പഴയ  ലാലേട്ടനെ  തിരിച്ചു  കിട്ടി എന്നൊക്കെ  പറയുന്നവരോട്... എന്തു പറയാൻ......,Negative,INVALID,Mixed_feelings
291,Jai marikkunnath kandappol othiri sangadamaayi,Negative,INVALID,Negative
292,മൂക്കുത്തി അല്ല പെണ്ണുമ്പിളെ സാരി ആണ് കാണാതായത്... യ്യോ കൊട്ടാരത്തിൽ ഇത്രക്ക് ദാരിദ്ര്യം,Negative,INVALID,Negative
293,1k dislikes Ella dislike pannikalkum endhe naduviral namskaram,Negative,INVALID,Negative
294,Enthu paata .oru sugam ella.evidennu kitti engine oru paatu ayyeeeee msha bore,Negative,INVALID,Negative
295,ആരാണ് ഈ ട്രയ്ലർ എഡിറ് ചെയ്തത്? ഒരു സ്റ്റാൻഡേർഡ് ഇല്ലാത്ത ഊമ്പിയ എഡിറ്റിംഗ്. ആദ്യം the complete actor Mohanlal എന്നുള്ളത് കണ്ടപ്പോ ഞാൻ വിചാരിച്ചു ഏതോ ഊച്ചാളി പയ്യൻസ് എഡിറ്റ് ചെയ്ത് ആണ് എന്ന്. നല്ല വളിപ്പ് എഡിറ്റ്,Negative,INVALID,Negative
296,ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു,Negative,INVALID,Negative
297,"മൂക്കുത്തി കണ്ടില്ല, പക്ഷെ കുറെ വടകൾ കണ്ടു  Prachi Tehlan എന്തൊരു വയർ",Negative,INVALID,Positive
298,Malayaligale kitanjitano Hindi kaariye kond vanne.... Ee penninalo Giraffe athrem height um thonnikunu,Negative,INVALID,Negative
299,Ee jathi vesham kettichu dance kalippichal aarengilum mookkuthi kanumo Setta,Negative,INVALID,Negative
300,നല്ല ബോറ് ചിത്രീകരണം ആണല്ലോ. മമ്മുട്ടിക്ക് ഇങ്ങനെയുള്ള റോൾ ഒന്നും ചേരില്ല.,Negative,INVALID,Negative
301,ഇങ്ങേർ ഇനിയും വളിപ് നിർത്താൻ ഉദ്ദേശം ഇല്ലാ എന്നാ തോന്നുന്നത്... അടുത്ത പടക്കവും ആയി വരുന്നുണ്ടേ...🤣🤣🤣🤣🤣🤣🤣,Negative,INVALID,Positive
302,അപ്പോ ഇട്ടിമാണിടെ Ticket cash ലാഭമായി.......sryy lalettaa... Review അറിഞ്ഞിട്ട് കേറാം...  Its tym For LAD & BROTHERzDay,Negative,INVALID,Mixed_feelings
303,ഇതോടെ ഒന്ന് ഉറപ്പായി. പൊട്ടും. അസ്സൽ സീരിയൽ പോലെ ഉണ്ട്. മുടക്കിയ പൈസ എങ്കിലും തിരിച്ചു കിട്ടട്ടെ. All the best,Negative,INVALID,Mixed_feelings
304,എടാ മോനുസേ ഗുഹൻ മെസ്സ് ആണേ മെമെങ്കം 100 കോലി ആണേ,Negative,INVALID,Negative
305,ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5,Negative,INVALID,Negative
306,Telugu padam maathiri thoori aakki kalanjallo... Sheey,Negative,INVALID,Negative
307,Trailer kandit orappa nalla supper POTTA FILM..,Negative,INVALID,Positive
308,കൂതറ ട്രെയിലർ.. ലൂസിഫർ ഇത് തന്നെയല്ലേ ഇറക്കിയത് ലോലട്ടന്റെ ഒരു കാര്യം ഒരു വേഷപ്പകർച്ചയും ഇല്ലാത്ത ഒരേയൊരു പൂജപ്പുര രായാവ്,Negative,INVALID,Negative
309,Mamakathinu pakarama aayi tha oru pottikal.. endh trailer Anu edh.... Trailer vech padam vilayiruthunadh sariyala.. but etra mosham ...   Dub cheyda shabdam lucifernda Vila kalayan,Negative,INVALID,Negative
310,Padikkan pokunna pullare vedakkakan oro kunappanmar immadhiri oro pooonjattile film eduthu undakikolum,Negative,INVALID,Negative
311,Odiyan release datinte annu oru leave kodukkam working day ayity karyamilla,Negative,INVALID,Negative
312,Next disaster loading after mamangam 🤣🤣🤣🤣🤣 ikka fans nte dialogue- Muruga nee theernada  ini ethra Kollam ithupolae ikkan fans karayum  release aaya mamangam washout odiyan de tracked collection polum illa Ennitu thallu,Negative,INVALID,Negative
313,ഇക്കയെ ഇഷ്ട്ടമാണ്  എന്നാലും പറയുവാണ്   പടം 5പൈസക്ക് ഉണ്ടാവൂല,Negative,INVALID,Mixed_feelings
314,dislike adikkunna ella myrenmaarrum poyi oomb,Negative,INVALID,Negative
315,മമ്മൂട്ടി ഒരുപാട് പരിമിതികൾ ഉള്ള നടനാണെന്ന് വീണ്ടും തെളിയിച്ച സിനിമയും പാട്ടും,Negative,INVALID,Mixed_feelings
316,Manushyane chirippikan aayittu oro thaalikal irangikkolum🤣🤣🤣🤣... Ezheechu podo kilava,Negative,INVALID,Positive
317,Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam,Negative,INVALID,Negative
318,ഞാൻ കണ്ടു.. ഞാൻ മാത്രമേ കണ്ടുള്ളു 🤣🤣🤣..കോണത്തിലെ പടം..,Negative,INVALID,Mixed_feelings
319,പൈസ തന്നു വെറുതെ കൊണ്ട് പോയി കാണിക്കാം എന്ന് പറഞ്ഞാലും.. ഞാൻ കാണാൻ പോകില്ല... ദിലീപ് പടം കാണുന്നത് ഇഷ്ടം അല്ല,Negative,INVALID,Negative
320,"മനപ്പൂര്‍വ്വം ano ലാലേട്ടന് വെച്ചു മാത്രം സിദ്ദിഖ്‌ eeyedayai  igne(ladies and gentlemen, big brother) . Valom karuthi kooti!",Negative,INVALID,Positive
321,"കാര്യം ഞാനുമൊരു മമ്മൂട്ടി ഫാൻ ആണ്.  പക്ഷേ പറയാതെ വയ്യ, നല്ല ബോർ ടീസർ.",Negative,INVALID,Mixed_feelings
322,Unlike ഇടാൻ വേണ്ടി കൊറേ എണ്ണം കാത്തിരുന്നു,Negative,INVALID,Negative
323,Ithu entha Telugu Tamil sthiram mass masala Padam aaano Pand ingero vallya aaalaaayirunnu  Ippo normal aayi jeevikunnu Kand maduththu,Negative,INVALID,Negative
324,Aadhyam udukkan oru thuni nokkuu..ennittu mukkuthi nokkam,Negative,INVALID,Negative
325,എന്തു പേടിയാണ് മക്കളെ . ട്രെയിലർ വരുന്നതിന് മുമ്പ് തന്നെ  ഡിസ്‌ലൈക്ക് അടിക്കാൻ,Negative,INVALID,Negative
326,Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Negative,INVALID,Negative
327,Kandathil vech mungiya pdam  Rating 1.1/5,Negative,INVALID,Negative
328,ഇപ്പോ അത്യാവിശം മൂക്കുത്തി അല്ല... അൽപ്പം തുണി ആണ്,Negative,INVALID,Negative
329,35 കോലിയിൽ വരുന്ന സിദ്ദിക്ക്‌ - മോഹൻലാൽ മൂവിയെ കണ്ടം വഴി ഓടിക്കാനാണ് ഇന്ത അസുരൻ വരുന്നത്  കൊടൂര മാസ്സ് entertainer,Negative,INVALID,Positive
330,ഡിസ്‌ലൈക്ക് അടിച്ചവർ തന്ത ഇല്ലാത്തവർ  എന്ന് ബോണി പറയാൻ പറഞ്ഞു,Negative,INVALID,Negative
331,"Avanmaar kku thudanghi kuru pottan  ,puthan panam, rajamanikyam, ini eanthadaa oolakale parayaanullath",Negative,INVALID,Negative
332,കാലം മാറി വരുന്നതിന് അനുസരിച്ചുള്ള പാട്ടാന്ന് തോനുന്നു ...സിനിമയ്ക്ക് പഴയ പേരും അതിലെ പാട്ട് അതിനോട് യോജിക്കാത്ത പുതിയ കാലത്തിന് അനുസരിച്ച പാട്ടും...കേൾക്കാൻ നമ്മളും,Negative,INVALID,Negative
333,1:02 ithokke school pillerod poyi para sire. Ee sir vili kore film il kettinn .,Negative,INVALID,Negative
334,എന്ത് മൂഞ്ചിയ ട്രയ്ലർ ആണെടോ...?? എട്ട് നിലയിൽ പൊട്ടിയ ഓടിയന്റെ ട്രൈലെർ ഇതിലും പ്രതീക്ഷ നൽകിയിരുന്നു.....,Negative,INVALID,Negative
335,ബിഗ് ബ്രദർ ന്റെ കൂദാശ  ഷൈലോക്ക് ന്റെ വക,Negative,INVALID,Negative
336,Trailer kandapo oru karyam urapichu #LAD,Negative,INVALID,Positive
337,Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu   cheyithittundu,Negative,INVALID,Negative
338,ഈ കാട്ടി കൂട്ടൽ kandi തിയേറ്ററിൽ ചിരിച്ചു കൂവിയവർ 🤣🤣ഇജാതി,Negative,INVALID,Positive
339,Aa 60 unlike അടിച്ച മാക്രികൾ video കാണുന്നണ്ടോ,Negative,INVALID,Negative
340,Ettan kootiya koodoola adurappa end diloga id chirichu chavum,Negative,INVALID,Negative
341,Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam,Negative,INVALID,Negative
342,Dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം,Negative,INVALID,Negative
