sample_id,text,true_label,malayalam_density,llama33_70b_pred,llama31_8b_pred,llama4_scout_pred
166,E padathodu koodi tovino Thomas super star,Positive,0.0,Positive,Positive,Positive
167,പറവ സുഡാനി ഓക്കേ ഒത്തിരി ഇഷ്ടത്തോടെയാ കണ്ടത് itha അടുത്തതും ഇതും കണ്ടിരിക്കും,Positive,0.9411764705882353,Mixed_feelings,Mixed_feelings,Positive
168,Ubaid ekka paranjadhu sheriyaayirikkam  But Thudakkathile negative  adikkalle.. ...Adhyam e coment alle ellarum not cheuunnadhu..be positive Mammookka boss pwolikkum,Positive,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
169,Oooohhhh oru rakshayum illaaaa... Pwolii poppwoliiii  Ingalaan thaaram,Positive,0.0,Positive,Positive,Negative
170,ഒരു ഹൈപും തരാതെ ഇന്ത്യയിലെഎറ്റവും മികച്ച സിനിമകളിലൊന്നാണ്  ദൃശ്യം ഈ പടവും അങ്ങനെയാവട്ടെ,Positive,1.0,Positive,Positive,Positive
171,ആദ്യം നോട്ടിഫിക്കേഷൻ വന്നു ന്യൂ ട്രൈലെർ ...ന്ത് കാണാൻ എന്ന് കരുതി reject..ചെയ്ത് ..വെറുതെ ഇപ്പൊ ഒന്ന് നോക്കി ...വീനിത് എട്ടോ ...പൊരിച്ചു ട്ടോ ഒന്നും പറയാൻ എല്ലാ കിടിലം ...Tx,Positive,0.8410596026490066,Mixed_feelings,Negative,Positive
172,പടം പൊളിച്ചടുക്കി വേറെ ലെവൽ ഇപ്പൊ കണ്ടു ഇറങ്ങിയതേ ഒള്ളു,Positive,1.0,Negative,Negative,Positive
173,ഫഹദ് ഒരു രക്ഷയുമില്ല സൗബിൻ വേറെ ലെവൽ ഷൈൻ ഞെട്ടിച്ചു ശ്രീനാഥ് ഭാസി മാസ്സ് പടം മരണ മാസ് ഈ പാട്ട് കൊല മാസ്  Edit:tnx fr the likes,Positive,0.8269230769230769,Positive,Negative,Positive
174,Nice trailar soubin ikka nammale vismaipikkum.,Positive,0.0,Positive,Positive,Positive
175,ഷമ്മി Hero  ആടാ hero..................... ഷമ്മി പൊളിച്ചു മോനെ  ഷമ്മി ഫാൻസ് ഉണ്ടോ ഇവിടെ,Positive,0.6081081081081081,Mixed_feelings,Negative,Positive
176,ഇഷ്കിലത്തെ പാട്ടും ഇതും കേട്ട് കേട്ട് പിന്നേം കേൾക്കും,Positive,1.0,Positive,Mixed_feelings,Positive
177,രാജാധി രാജയിലെ ജോജു ചേട്ടന്റെ സ്വാമി അയ്യപ്പൻ എന്ന character കഴിഞ്ഞാൽ അടുത്ത mass character പൊറിഞ്ചു.... ആയിരിക്കും....,Positive,0.7169811320754716,Mixed_feelings,Mixed_feelings,Positive
178,മാമാങ്കം കണ്ട് ത്രില്ലടിച്ച ഇരിക്കുകയാണ്. അപ്പൊ ദേ അടുത്തത് എനിക്ക് വയ്യ,Positive,0.984375,Mixed_feelings,Negative,Positive
179,നിവിൻ ഏട്ടന്റെ കരിയർ ബെസ്റ്റ് എന്ന് തോന്നുന്ന പ്രകടനമാണ് മൂത്തോൻ ട്രെയിലർ കാണുമ്പോൾ തോന്നുന്നത് ഒരുപാടു വയലൻസ് ഉള്ള പടം ആണെന്ന് തോന്നുന്നു സെൻസർബോർഡ് കത്രിക വെച്ചു ഇല്ലെങ്കിൽ നിവിൻ ഏട്ടൻ ഏറെ അഭിനയ വിസ്മയം തിയറ്ററിൽ കാണാം ആക്ടിംഗ് വേറെ ലെവൽ ഇത്രയും ഒരിക്കലും പ്രതീക്ഷിച്ചില്ല സൗണ്ട് മോഡുലേഷൻ പക്ക ഒരു രക്ഷയുമില്ല,Positive,1.0,Positive,Mixed_feelings,Positive
180,Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan,Positive,0.0,Mixed_feelings,Negative,Positive
181,Waiting verutheyalla ini ravanant varava ..... Urapicho .. adutha hit manakunundee ent ikka ijjadhi look,Positive,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
182,Aa Tamil Dialogue Ikka Thalaivarekalum kooduthal Mass Akki!! Ufff Like Firing,Positive,0.0,Positive,Positive,Positive
183,YouTube കയറിയപ്പോൾ സിനിമന്റ പേരിന്റ വ്യത്യസ്ത കണ്ട് വെറുത്തേ ഒന്ന് Trailer കണ്ട് നോക്കിയത ഒരു രക്ഷയും ഇല്ല. Trailer അവസാനം Directed by ജോഷി എന്ന് കണ്ടപ്പോൾ ഉള്ള രോമക്ഷം പറഞ്ഞ് അറിയിക്കാൻ കഴിഞ്ഞില്ല. Trailer തന്നെ ജോഷി സാർ ഞെട്ടിച്ചു കളഞ്ഞു.,Positive,0.8038277511961722,Negative,Negative,Positive
184,ഈ സോങ് ആദ്യം ഇറക്കിയിരുനെൽ പടം തീർച്ചയായും ഹിറ്റ്‌ ആയേനെ,Positive,0.9795918367346939,Positive,Positive,Positive
185,ഈ  ഓണം ഇട്ടിമാണിക്ക് ഒപ്പം,Positive,1.0,Positive,Positive,Negative
186,Kidiloski padam‍‍‍ sheriyaya psych padam fahade,Positive,0.0,Mixed_feelings,Negative,Negative
187,Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.,Positive,0.0,Mixed_feelings,Positive,Positive
188,എന്റെ ദാസേട്ടാ അങ്ങയ്ക്ക് എണ്ണൽ സംഖ്യ എത്രയുണ്ടോ അത്രയും പ്രണാമം പ്രണാമം പ്രണാമം അർക്ക് കഴിയും ലാകത്തിൽ 80 വയസിൽ ഇത് പോലെ അങ്ങയ്ക്ക് മാത്രം പ്രണാമം,Positive,0.984375,Positive,Positive,Positive
189,Madhura raja....kandadhil vechu adipoli thagarppan movie...mammukka,Positive,0.0,Positive,Positive,Positive
190,അടിപൊളി മലയാളം ജാക്കി ചാൻ and ജാക്കി ചായത്തി .... പൊളി ട്രൈലെർ.. മാസ്സ്.. ഇഷ്ടപ്പെട്ടു,Positive,0.8533333333333334,Positive,Positive,Positive
191,ഒരു മാസ്സ് കമ്മട്ടിപ്പാടം... പിന്നെ മറിയോം... പെര്ന്നാളെന്നെ... ജോജു മരണ മാസ്സ്!!!,Positive,0.8378378378378378,Positive,Positive,Positive
192,Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam,Positive,0.0,Positive,Positive,Positive
193,Super tamil physco movies aya rakshasan ne kadathi vettum,Positive,0.0,Negative,Negative,Negative
194,Aettanta padathin ikka fansnte ashamsakal 🤗🤗🤗,Positive,0.0,Positive,Positive,Positive
195,പൊളിച്ചുട്ടോ  ഇഷ്ട്ടായി പെരുത്ത് ഇഷ്ട്ടായി,Positive,1.0,Mixed_feelings,Mixed_feelings,Positive
196,"Finally mammokka is back , taleh kalippe teerunillalaaa",Positive,0.0,Positive,Positive,Positive
197,lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam,Positive,0.0,Negative,Positive,Positive
198,Ikka vere level ttaaaaaa.. All the best... Ithu thakarkum,Positive,0.0,Positive,Positive,Positive
199,ഒരു രക്ഷയും ഇല്ല  മച്ചാനേ... പൊളി എന്നൊക്കെ  പറഞ്ഞാൽ  ഇതാണ്  പടം... കണ്ണൂർക്കാർ ഉണ്ടെങ്കിൽ അടി LIKE,Positive,0.8795180722891566,Positive,Positive,Negative
200,What  a song. Super movie.വളരെ വ്യത്യസ്തമായ role ചെയ്തത് സൗബിൻ ആണ്.,Positive,0.543859649122807,Positive,Positive,Positive
201,Mammuka happy birthday stay blessed live long padam pollikum nammal kallakum🤩,Positive,0.0,Positive,Positive,Positive
202,"pranayam ee paattanu athu kazhinjulla life  orikkalum ingane aavilla   ,, love uuu song",Positive,0.0,Positive,Positive,Positive
203,Look aayi lalettan thonni prithivi muthaanu like adi makkalee,Positive,0.0,Positive,Positive,Positive
204,Ingeru oru complete surprise package anallo  Abrid Shine,Positive,0.0,Positive,Positive,Positive
205,hoo kolamass item thannee...bgm oru rakshayumillaa,Positive,0.0,Mixed_feelings,Negative,Negative
206,Anna  നിങ്ങള് പുലിയല്ല.....ആന പുലിയാണ്.... ആന പുലി... മമ്മുക്ക ഇസ്‌തം,Positive,0.7213114754098361,Mixed_feelings,Mixed_feelings,Positive
207,ഇത് ഏതോ വേറെ ലെവൽ പടമാണെന്ന് തോനുന്നു...ഒരു മരണ മാസ്സ് ഐറ്റം,Positive,0.9423076923076923,Mixed_feelings,Positive,Positive
208,Sowbin ikkaa ayond parayan .. nallaru story kanum,Positive,0.0,Negative,Mixed_feelings,Negative
209,അന്നും ഇന്നും  കട്ട മമ്മൂക്ക ഫാൻസ് ആരുണ്ട്,Positive,1.0,Positive,Mixed_feelings,Positive
210,ഇന്ന് രാവിലെയും ടീസർ കാണുന്നവരുണ്ടോ Uff ഇജ്ജാതി Heavy Mass Item,Positive,0.7090909090909091,Positive,Positive,Positive
211,Aarum kaana hridaya...... Awfff what a line,Positive,0.0,Positive,Positive,Positive
212,Enter ettaaaaaaaa ohh onnum parayaan ellaaaaa,Positive,0.0,Negative,Negative,Positive
213,ഇത് എത്ര വട്ടം കേട്ടു എന്ന് എന്റെ ചെവിക്കേ അറിയൂ,Positive,1.0,Negative,Positive,Negative
214,Malayala cinemaye adakki barikkan ithaverunnu..... oru kolakolli item....,Positive,0.0,Negative,Negative,Negative
215,Ini aarkkum onnum parayaanillallooo Remember the Name: Laleettan,Positive,0.0,Positive,Positive,Negative
216,Ho...oru azhchak ithrayum Neelam ondo?... Idikkatta waiting...,Positive,0.0,Negative,Mixed_feelings,Negative
217,Good Luck Prithviraj And Lalettaaa Pwlichekkane...,Positive,0.0,Positive,Positive,Positive
218,ചരിത്രം സിനിമയാകുമ്പോൾ അതിലെ നായകൻ മമ്മൂക്ക എങ്കിൽ സിനിമ ചരിത്രമാകും   #മാമാങ്കം,Positive,0.9857142857142858,Positive,Positive,Positive
219,എല്ലാ മരുന്നുകളും ഉണ്ടെല്ലൊ... ഇത്‌ തിമിർക്കും.  - കട്ട ഫാൻ ഒഫ്‌ ഫഹദിക്ക,Positive,0.8870967741935484,Positive,Negative,Positive
220,Trailer  thanne 100 vattam kaanan thonna..... padam poliyaanu appo...🤘🤘🤘🤘🤘,Positive,0.0,Negative,Positive,Positive
221,Poli poli poli 🥰🥰🥰chende bgm wooow,Positive,0.0,Positive,Positive,Positive
222,ഇട്ടിമാണി  ഒരു മുഴുനീള കോമഡി ചിത്രമാമാണെന്ന് വീണ്ടും വീണ്ടും തെളിയിച്ചിരിക്കുന്നു,Positive,1.0,Positive,Positive,Positive
223,Ee pattil lalettan step irangivarunna scene.....ohhh romanjamm,Positive,0.0,Positive,Positive,Positive
224,ജോജു ചെമ്പൻ നൈല ജോഷിസർ ഇത് പൊളിക്കും,Positive,1.0,Positive,Negative,Positive
225,E Padam Hit avunnu e Trailer kandittu thonnunna #LalettanFans Hit #LIKE #SpikerzTraveller,Positive,0.0,Positive,Positive,Positive
226,Vere level of making nd lalettan was awesome,Positive,0.0,Positive,Positive,Positive
227,Ente mammooka ninghale mass alla  Marana massum alla  Pakshe ninghal kolamass aanu ikka,Positive,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
228,1:48 എജ്ജാതി ഫീൽ ഈ ഭാഗം മ്യൂസിക്കിന്,Positive,0.8709677419354839,Positive,Mixed_feelings,Positive
229,എന്റെ പൊന്നു ഇത് ഒരു ഒന്നൊന്നര ഐറ്റം ആയിരിക്കും രണ്ടും മൂന്നും തവണ കണ്ടവർ അടി ലൈക്ക്,Positive,1.0,Mixed_feelings,Positive,Positive
230,ന്റ പൊന്നോ ഒരു രക്ഷയില്ല ചങ്കിടിപ്പൊക്കെ കൂടി,Positive,1.0,Negative,Negative,Negative
231,heavy mass loading   katta waiting,Positive,0.0,Negative,Negative,Positive
232,രാജുവേട്ടാ... സുരാജേട്ടൻ മൊത്തത്തിൽ കൊണ്ട് പോകുമോ...  Rajuettan Surajettan,Positive,0.6268656716417911,Mixed_feelings,Mixed_feelings,Mixed_feelings
233,Enta ikka polichu   Kidu item  Ethu polikkum,Positive,0.0,Mixed_feelings,Mixed_feelings,Positive
234,Trailer കാണുന്നേ മുൻപേ like അടിച്ചവർ ഇവടെ കമോണ്,Positive,0.7317073170731707,Negative,Mixed_feelings,Negative
235,കളിയാക്കുമെന്നു ഉറപ്പുണ്ടായിട്ടും ....ചെയ്യാൻ മനസ്സു കാണിച്ച ഇക്കാക് സല്യൂട്ട്...,Positive,0.9066666666666666,Mixed_feelings,Negative,Positive
236,ഒരു രക്ഷ ഇല്ലാ മച്ചാനെ. ഒരു രക്ഷ ഇല്ലാത്ത പടം. ഇനിയും കാണും തീയേറ്റർ ഇല് പോയി തന്നെ. shane മച്ചാനെ. നീ പോളിയാടാ . vibe പടം,Positive,0.8627450980392157,Negative,Negative,Mixed_feelings
237,ഇതൊക്കെ  കാണാൻ  അഭിക്കാ  ഉണ്ടായിരുന്നെങ്കിൽ.. ജീവിതത്തിൽ  ഏറ്റവും  കൂടുതൽ സന്തോഷിക്കുന്ന  നിമിഷംമായിരിക്കും... മനസിന്‌ ഒരുപാട് ടച്ച്‌ ചെയുന്ന  ഫീലിംഗ്  ഈ സോങ്ങിനുണ്ട്,Positive,0.951048951048951,Positive,Positive,Positive
238,ഈ ഓണം ഇട്ടിമാണി  കളർഫുൾ ആക്കും ട്ടാ..,Positive,0.9354838709677419,Positive,Negative,Positive
239,വെറും രാജുവും സുരാജുവും  ഇത്തവണ തീ പാറിക്കും.....,Positive,0.8837209302325582,Positive,Negative,Positive
240,Kayamkulam kochunnila nayakan lalettan allallo but kayyadi muzhuvanum kond poi...marana masss intro,Positive,0.0,Mixed_feelings,Negative,Mixed_feelings
241,ഈ സിനിമ ഒരു വിജയമാകട്ടെന്നു ആശംസിക്കുന്നു... all the best ചാക്കോച്ചൻ and team..,Positive,0.6811594202898551,Positive,Positive,Positive
242,Shammi hero aada🤣🤣🤣 ath poley ee padam pakka hit aada,Positive,0.0,Positive,Positive,Positive
243,അടിപൊളി  ദിലീപ്  ഏട്ടൻ  പൊള്ളിച്ചു,Positive,1.0,Positive,Negative,Positive
244,Adipoli FDFS thanne kaanum. Pulimurugan onnum ithite athra  varathilla. Katta waiting,Positive,0.0,Positive,Positive,Positive
245,ഹെവി.. ജോജുവേട്ടന് അടുത്തൊരു ബ്ലോക്ക്ബസ്റ്റർ ലോഡാവുന്നുണ്ട്,Positive,0.9636363636363636,Positive,Negative,Positive
246,Box office thukkiyadikke ready ayikkoo makkaleee,Positive,0.0,Positive,Positive,Positive
247,Joju vere level aayi Vanna varav  from thrissur,Positive,0.0,Positive,Mixed_feelings,Positive
248,സ്വന്തമായി റെക്കോർഡ് ഇടുക അതു സ്വന്തമായി പൊട്ടിക്കുക.. ഒരു മര്യാദ ഒക്കെ വേണ്ടേ ലാലേട്ടാ..,Positive,0.9493670886075949,Negative,Mixed_feelings,Negative
249,പ്രേമത്തിന് കണ്ണില്ല എന്ന് കാണിച്ചു തന്ന പടം,Positive,1.0,Positive,Negative,Positive
250,Nalla Padama Kandavar maathram like cheyyu,Positive,0.0,Negative,Positive,Positive
251,Iniyum Antonyude 100,Negative,0.0,Positive,Positive,Positive
252,32 നിലയിൽ പൊട്ടി വിരിയാനുള്ള ഐറ്റം ആണെന്ന് ഉറപ്പായി ‍,Negative,0.9347826086956522,Mixed_feelings,Mixed_feelings,Negative
253,Dislike adichavarode enik parayanullathe ikka uryir,Negative,0.0,Negative,Negative,Negative
254,കോപ്പിലെ പാട്ട് പഴശ്ശി രാജയിലെ പാട്ട് ന് മുകളിൽ നില്കുമെന്നു ആണ് ഞാൻ കരുതിയത്.. നിരാശപ്പെടുത്തി പാട്ട് .. പ്രേക്ഷകർ ആദ്യം കാണാൻ ഉദേശിച്ചത്‌ ഇക്കയുടെ നല്ല ഒരു സൊങ്ങ് ആണ്.....,Negative,0.9337748344370861,Negative,Negative,Negative
255,ithu ividam kondonnum nilkilla monei.hatersei ningaludei karyama kashtam.poyi valla aduppilengannun poyi irikk.aa choodang maarattei.enna julay 5th.kaanaam allalla kaananam.,Negative,0.0,Negative,Negative,Negative
256,Dislike adichirikanadu lalappan tenddikalairikum kolani valangal fuuu,Negative,0.0,Negative,Negative,Negative
257,"കിളിച്ചുണ്ടൻ മാമ്പഴം റീലോഡഡ് .  മലയാളം സിനിമകൾ മാത്രം കാണുന്നവർക്ക് ,അന്തം വിട്ടിരിക്കാം .പ്രിയദർശനല്ലെ ,ഒരു വിധപ്പെട്ട എല്ലാ ഹോളിവുഡ് സിനിമയിൽ നിന്നും വിഷ്വൽസ് ചോർത്തിയിട്ടുണ്ടാകും .",Negative,0.9693251533742331,Negative,Negative,Negative
258,മൂക്കിൽ ഇരിക്കുന്നത് പിന്നെ പൂക്കുറ്റി ആണോ,Negative,1.0,INVALID,Negative,Negative
259,"poda thayolikala ninte oka ammada mech ,",Negative,0.0,Negative,Negative,Negative
260,ഡയലോഗ് മാത്രേ ഉള്ളു സീൻ മുഴുവൻ പൈറേറ്റ്സ് ഓഫ് ദി കരീബിയൻ മൂവി ന്നു അടിച്ചുമാറ്റിയതാ,Negative,1.0,INVALID,Negative,Negative
261,കുഞ്ഞാലിമരക്കാർ ഇങ്ങനെയാണോ കിളിച്ചുണ്ടൻ മരക്കാർ പ്രിയേട്ടൻ ലാലേട്ടനെ മുസ്ലിംവേഷം കൊടുത്താൽ ഇങ്ങനെ സംസാരിക്കൂ ഏതു സിനിമ എടുത്തുനോക്കിയാലും ഇതേ രീതിയിൽ ആ ശൈലി കൈവിടാതെ..,Negative,0.9866666666666667,Negative,Negative,Negative
262,2k uchali mohanettan fens spottd  ithoke kandal ivattakalude kuru pottum ! sureshot,Negative,0.0,INVALID,Positive,Positive
263,ബാഷയുടെ അമ്മായിക്ക് രാജാധിരാജയിൽ ഉണ്ടായ ഒരു മകൻ,Negative,1.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
264,ade maireada dislike adichirikkunde plastic fans ayirikkum,Negative,0.0,INVALID,Negative,Negative
265,verupppppppichu kalanjalllo thendikale.....  sandhosh pandittine Eni kaliyaakan cenima fieldil aaarum vannekaruthu.   kashtam baaaaaaaaaaaad,Negative,0.0,Mixed_feelings,Negative,Negative
266,Enna padam ethillum high irakiya villian potti palisayi pinna ithe,Negative,0.0,Negative,Negative,Negative
267,ഇമ്മാതിരി കഥകളൊക്കെ എടുത്തു കളയേണ്ട കാലം കഴിഞ്ഞു....... ഇനിയെങ്കിലും ഒന്ന് മാറ്റിപിടിച്ചൂടേ ലാലേട്ടാ.....,Negative,0.875,INVALID,Negative,Negative
268,Chile oolakal dislike adi nerathe thudangiyo,Negative,0.0,Negative,Negative,Negative
269,Ante pahaya ithentha ee kekkane...korach kanji edukkatte,Negative,0.0,Negative,Negative,Negative
270,evannkk onnum vere pani ille poyy pani nokk ikka,Negative,0.0,INVALID,Negative,Negative
271,ഇപ്പോഴേ ഡിസ് ലൈക്‌ അടിച്ച മലവാണങ്ങളുടെ കുരുവിന്റെ വലിപ്പം ഒന്ന് ആലോചിച്ചു നോക്കിക്കേ,Negative,0.9866666666666667,Negative,Negative,Negative
272,പ്രാചി അക്ക വട ഇനിയ അക്ക വട,Negative,1.0,INVALID,Mixed_feelings,Positive
273,Ikka fansinte 25 k dislike undallo... dislike adichittu karanjolu,Negative,0.0,Negative,Negative,Negative
274,Annu ayiitu dance kalikan ariyathaavana ippam pinne ayittu🤣🤣🤣🤣🤣🤣,Negative,0.0,Positive,Positive,Positive
275,Thrissur slang paliyenn thonnunnath enikk mathramano?,Negative,0.0,INVALID,Mixed_feelings,Mixed_feelings
276,honey rose kuninju ninnu thalarnnu kaanum 2 film A10 kode,Negative,0.0,Mixed_feelings,Mixed_feelings,Negative
277,"കുഞാലി, പൊട്ടനായാൽ, ആ ഗ്യം കാണിച്ചാ മതി, ഇത്, പ്പം, അതും പറ്റാത്ത മാതിരി ആയി, ഉസ്മാനെ",Negative,0.9178082191780822,INVALID,Negative,Negative
278,ഏത് മരക്കാർ ആടോ തലയിൽ കിരീടം ഒക്കെ വച് ഉള്ളത്...  കഥകളിൽ നമ്മൾ അറിഞ്ഞ മരക്കാർ തലപ്പാവാണ് ധരിച്ചിട്ടുള്ളത്,Negative,0.967032967032967,Mixed_feelings,Negative,Negative
279,ഡീഗ്രേഡ് തായോ ളി കൾ വരെ കയ്യടിച്ചു പോകും അജ്ജാതി ദബാംഗ് മാസ്,Negative,1.0,INVALID,Negative,Positive
280,Trailer superaa  But lalatten facill oru expressionumillaa....,Negative,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
281,E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla,Negative,0.0,Negative,Negative,Negative
282,പുത്തൻ പണം 2   Only show മാത്രം  Theater next  bomb 🤭,Negative,0.375,INVALID,Positive,Positive
283,"ഏതാ ഇ പൊണ്ണച്ചി, ഒന്ന് അനങ്ങാൻ കൂടി വയ്യല്ലോ, ഇനിയ നന്നായിട്ടുണ്ട്",Negative,0.9655172413793104,Mixed_feelings,Mixed_feelings,Mixed_feelings
284,Dislike adich aliyanmar pani thudangeettund.. ejjathi teams,Negative,0.0,INVALID,Negative,Negative
285,Enthuaadeee uploaded cheyunnathinu mump 6k dislike 🤦🤦🤦🤦🤦 ivanmarkku okke entha presnam,Negative,0.0,Negative,Negative,Negative
286,ലാലേട്ടൻ ഗുഹൻ ഫാൻസ്‌ plz step back.... memengam,Negative,0.4146341463414634,Negative,Negative,Negative
287,Lokal poyi Madhura raja teaser kanada,Negative,0.0,INVALID,Negative,Negative
288,Coppy ful Best actor polinhju kuthupala Edukkum,Negative,0.0,Positive,Positive,Positive
289,ഇപ്പൊ ട്രയ്ലർ മാത്രമേ ഉളളൂ പടം പത്തു പൈസക്ക് ഉണ്ടാവില്ല...,Negative,0.9411764705882353,INVALID,Negative,Negative
290,ആലങ്കാരികതയും കാവ്യാത്മകതയും നിറഞ്ഞ നിർണാലമായ കാവ്യ സ്പർശം   മര്യാദക്ക് ഒരു വരി പോലും എഴുതാൻ അറിയുന്ന ആരും ഇല്ലേ   എന്റെ ഗിരീഷേട്ടാ പൊറുക്കണേ  പാവം ഒരു കോഴിക്കോട്കാരൻ,Negative,1.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
291,ഇപ്പോ അത്യാവിശം മൂക്കുത്തി അല്ല... അൽപ്പം തുണി ആണ്,Negative,0.9318181818181818,INVALID,Negative,Mixed_feelings
292,Endhooonn oola trailer aahdo idh,Negative,0.0,Negative,Negative,Negative
293,Poyyii ee pattu koodi kettapol impression poyii jayendran sirrr Ippo endhaa eganeee sagadam und,Negative,0.0,Negative,Positive,Negative
294,ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?,Negative,0.0,INVALID,Mixed_feelings,Mixed_feelings
295,ഇക്കായ്ക്ക്  അടി  പടം ചെയ്തു മതിയായില്ലേ.ഒന്ന് മാറ്റി പിടിക്കാൻ നോക്ക്,Negative,0.9836065573770492,Negative,Negative,Negative
296,Aa Hindikkaariye onathinu Pulikalikk irakkiyaalo... Enthoru kudavayar ammachi........,Negative,0.0,INVALID,Mixed_feelings,Negative
297,Koora padam,Negative,0.0,Negative,Negative,Negative
298,Dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah,Negative,0.0,Negative,Negative,Positive
299,Onnu nirthi kooda mammukka e pani,Negative,0.0,INVALID,Negative,Negative
300,കുന്നംകുളം ഒഴിച്ച് ബാക്കി എല്ലാ നാട്ടിലെയും സ്ലാങ് ഇയാൾ ഇതിൽ പറയുന്നുണ്ട്. ഈ പൊട്ടൻ എത്ര നാൾ ഇങ്ങനെ തള്ളി പിടിച്ചു നിൽക്കും.,Negative,0.9814814814814815,Negative,Negative,Negative
301,ithil premiere akunnathinu munbe dislike adich kalikana saddistukaleyoke enthaa cheyyaa.loka duranthangal hahaha,Negative,0.0,INVALID,Mixed_feelings,Mixed_feelings
302,Irakikko pakshe Stephen achayan ullidatholam kaalam ivide oru rajanum adhikam vazhan ponilla,Negative,0.0,Negative,Negative,Negative
303,Kuru pottikaan muyuman nadan fansukar ethiyittund,Negative,0.0,Negative,Negative,Negative
304,Kurachayi dileepinte koora padangal irangiyittu... (means bakki hit aanennella variety undarnnu... )ee trailer kandappol aa vishamam mari,Negative,0.0,INVALID,Negative,Mixed_feelings
305,lalettan sound ......................:) :) koothara style tone..,Negative,0.0,Positive,Positive,Positive
306,"ജോഷി ചതിച്ചാശാനേ, ഒരുമാതിരി തട്ടികൂട്ട്‌ ട്രെയിലർ അതും ഭയങ്കര ലെങ്ങ്ത്‌",Negative,0.953125,INVALID,Negative,Negative
307,Sangi lalappan.....ninte padam 8 nilayil pottumm!!!!,Negative,0.0,Negative,Positive,Positive
308,6.7k dislikes adichaa ooolanmarellam angott maaarininnnu mongikko,Negative,0.0,Negative,Negative,Negative
309,ഇതെന്തോന്ന് വോയിസ്‌. കിളിച്ചുണ്ടൻ മാമ്പഴം 2 ആണോ  അതിനു നമ്മുടെ മമ്മൂക്ക  ഇജ്ജാതി വോയിസ്‌ മോഡുലേഷൻ,Negative,0.9523809523809523,INVALID,Negative,Negative
310,ഇതിനെയൊക്കെ ട്രോൾ  ചെയ്ത വാണങ്ങളുടെ അണ്ണാക്കിൽ ഗജേന്ദ്രഗുണ്ട് വെച്ച് പൊട്ടിക്കണം .  Hats off mammookkaa,Negative,0.8,Positive,Positive,Positive
311,"പാട്ട് വളരെ മോശം ആയിപോയല്ലോ. M. ജയചന്ദ്രൻ, ശ്രേയഘോഷാൽ ചതിച്ചു ആശാനേ",Negative,0.9322033898305084,INVALID,Negative,Negative
312,രണ്ടു മലഞ്ചരക്കുകളെ കൊണ്ട് തുള്ളിപ്പിച്ചു വ്യൂസ് കൂട്ടാനുള്ള പരിപാടിയാണല്ലേ ...,Negative,0.9583333333333334,Negative,Negative,Negative
313,Un like Adaichavarkk Nadu viral namaskkaram,Negative,0.0,INVALID,Negative,Negative
314,പാട്ട് മോശം ഇത്രയൊക്കെ പൈസ മുടക്കിയതല്ലെ.AR റഹ്മാനെ കൊണ്ട് വരാമായിരുന്നു. ഇത് രതിനിർവ്വേദത്തിലെ പാട്ട് പോലെ,Negative,0.9583333333333334,Negative,Mixed_feelings,Negative
315,Enthu shokam song aanithu??? Kelkan oru resavum ellya.,Negative,0.0,INVALID,Mixed_feelings,Negative
316,ഞാൻ വട കിട്ടുമെന്ന് കേട്ട് വന്നതാണ്,Negative,1.0,Mixed_feelings,Negative,Negative
317,Iyakku vayassam kalathu vere paniyonnum illea veruppikkan mamoottykk,Negative,0.0,Negative,Positive,Negative
318,Eee cinema kaananulla mood poyi... Bad music and lyrics,Negative,0.0,INVALID,Negative,Negative
319,പടം ഈ പാട്ട് പോലെ തന്നെ ദുരന്തം ആയിരിക്കുമോ. എന്ത് മോശം വരികൾ. ഒരുമൂക്കുത്തി  ..........,Negative,0.8421052631578947,Negative,Negative,Negative
320,Moood poyi mood poyi aa sabune kandappol mood poyi,Negative,0.0,INVALID,Mixed_feelings,Negative
321,Avalude name veykkunille avar lead cheyyunna film alle..,Negative,0.0,Negative,Mixed_feelings,Negative
322,ഇത് ഞമ്മളുടെ അബ്ദു വേഷം മാറി വന്നത് ആണ് ... വേഷം മാറിയാൽ മലയാളികള് കണ്ട് പിടിക്കില്ല കരുതിയോ.. സിനിമ ഇറങ്ങിയാൽ കുഞ്ഞാലിയുടെ ശത്രു ..ശ്രീനിവാസൻ ആവും ...,Negative,0.9236641221374046,INVALID,Mixed_feelings,Negative
