sample_id,text,true_label,gemma_pred
183,"ഇജ്ജാതി സിനിമകളോട് നുമ്മക് പണ്ടേ മുഹബത്താണ് പോരാത്തേന് സൗബിൻ ഇക്കായും , ഷൈൻ ഇക്കായും, ഫഹദ് ഇക്കായും ഇത് പൊരിക്കും  Feb 7",Positive,INVALID
184,1:52 mass level  Fdfs urappichavar like adikku,Positive,INVALID
185,Swasu  .. മുത്തേ..... All  the best ..... ഞങ്ങളുടെ ച ങ്കിടി പായ ടwasu ന് എല്ലാവിധ ആശംസകള്..... LOVe you ... too....,Positive,INVALID
186,Oru variety padam manakkunnu ettan uyir,Positive,INVALID
187,മമ്മൂക്ക യെ പെൺവേശത്തിൽ  കാണിക്കുന്ന രംഗം കാണണമെങ്കിൽ ചെല്ല്  ടിക്കറ്റ് എടുക്ക്  ടിയട്ടറിൽ കാണാത്തവർ നാളെ Tv യിൽ കാണുമ്പോൾ  ടിയട്ടറിൽ  കാണാൻ പറ്റാത്തത്തിൽ ദുഃഖിക്കും  ഇത് കുറിച്ചിട്ടോ   ആ Bgm  യുദ്ധരംഗം ഹ എജാതി,Positive,INVALID
188,kidu bgm making dailogue full pwli mood ichayan,Positive,INVALID
189,"Nala patt, cinema adipoli  psycho fahad fasil",Positive,INVALID
190,Prayam koodundorum soundaryam koodunna ore oraal.. Mammookka,Positive,INVALID
191,Ikka ejjathi look... ejjathi entry,Positive,INVALID
192,"നല്ല ഗാനം, സുഹൃത്തുക്കളെ ഞാൻ സാഹിത്യകാരണാണ്, ഗാനം, സിനിമ ഇഷ്ടപ്പെടുന്നു. എന്റെ youtube ചാനൽ Subscribe ചെയ്യണേ കുട്ടുകാരെ.",Positive,INVALID
193,Mammookka ithelum mass aayi big b il varunnund ith verum sample,Positive,INVALID
194,മലയാള സിനിമ ഇത് എന്തിനുള്ള പുറപ്പാടാ. amazing,Positive,INVALID
195,Mech ഇല്‍ ഓണം സെലിബ്രേഷന്‍ ആണ്‌ ചേട്ടാ...``   ആ ചിരി പൊളിച്ച് 2:25,Positive,INVALID
196,പൊറിഞ്ചു മറിയം ജോസ് ടീമിലെ എല്ലാ അംഗങ്ങൾക്കും ഒരു all the best... പ്രത്യേകിച്ചും ഞങ്ങടെ സ്വാസൂട്ടിക്ക് ഒരു പാട് ഉയരങ്ങളിൽ എത്തട്ടെന്ന് ആത്മാർത്ഥമായി പ്രാർത്ഥിക്കുന്നു....,Positive,INVALID
197,Malayalam cinema technical aayi orupaad uyarattee. Valiya budget quality films iniyum ithe pole undavatte.,Positive,INVALID
198,EE  oonam ETT!M@@N! KONDUPOOKUM THERRCHA.....,Positive,INVALID
199,ഇടവേളകളിലെ പഫ്സും ഡ്രിംഗ്സും ക്ലാസുകളിലെ ചെറുകുരുത്തക്കേടുകളും പരീക്ഷകളിലെ മഹത്തായ മാർക്കുകളും ഇനിയൊരിക്കലും തിരിച്ച് കിട്ടാത്ത ആ +1 & +2 കാലത്തെയും ഓർമ്മിപ്പിച്ച്   ഒരു തണ്ണീർമത്തൻ ദിനം  Miss u guyzzzz,Positive,INVALID
200,Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome,Positive,INVALID
201,Ettan fans like button pottich kaanich kodkk,Positive,INVALID
202,polichu muthe laleta enna glamour aa postersiloke,Positive,INVALID
203,ജോജോ  മച്ചാന്റെ  അടുത്ത  ഹിറ്റ്‌... കട്ട വെയ്റ്റിംഗ്,Positive,INVALID
204,"ഇത് കണ്ടാലേ അറിയാം സൂപ്പർ മൂവി ആണെന്ന്, മഞ്ജു 🤩🥰🥰",Positive,INVALID
205,Maamankam industrial hit aavm ennulavar . anyone...,Positive,INVALID
206,ഷൈൻ അടിപ്പോളിയാണ് പക്ഷെ സൗബിൻ ഈ ചിത്രത്തിൽ ഞെട്ടിച്ചു കളഞ്ഞു.........,Positive,INVALID
207,ഒരുപാട് ആക്ഷൻ മൂവിസിന് ശേഷം പഴയ മോഹനലാലായി തിരിച്ചു വന്നിരിക്കുന്നു  ലാലേട്ടാ സൂപ്പർ,Positive,INVALID
208,Ufff vere level ikkaaa ingha pwoli aahn,Positive,INVALID
209,Orikkal kandal orikkalum marakkatha drishyanubavam addayirikkum mamangam Oru like thannoode,Positive,INVALID
210,Trailer  thanne 100 vattam kaanan thonna..... padam poliyaanu appo...🤘🤘🤘🤘🤘,Positive,INVALID
211,പടം പൊളിച്ചു.. എജ്ജാതി ഫിലിം.. ഷൈൻ,Positive,INVALID
212,Ini madhu chettan brilliance kandu pidikendi varum,Positive,INVALID
213,Oru rakshayum illaaatha waiting  ഒന്നൊന്നര ട്രൈലെർ,Positive,INVALID
214,ente mamookkaa.... ijjathi....  romaja.kanjukam..  mammootti istham....  ithu kalakkum.. polikkum... thimirkkum,Positive,INVALID
215,super filim thanks rajuvetta lalettan thakarthu,Positive,INVALID
216,Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩,Positive,INVALID
217,sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle,Positive,INVALID
218,Wow.... എന്നാ ഒരു ഗൃഹാതുരത്വം ആട ഉവേ..,Positive,INVALID
219,Become an arjun asokaN fan. .. padam kalakki,Positive,INVALID
220,ഇവിടെ ശൈലിക്കോ ഭാഷാപ്രയോഗത്തിനോ അല്ല പ്രസക്തി കാരണം നമ്മളാരും കേട്ടിട്ടുമില്ല കണ്ടിട്ടുമില്ല അപ്പൊ ശഹീദ് കുഞ്ഞാലി മരക്കാരെ ഭാഷാ ശൈലി ഇതു തന്നെ,Positive,INVALID
221,Chackochan nte veroru avathaaram aavum idh. Blockbuster il kuranjonnum pradheekshikkunnilla,Positive,INVALID
222,Odiyan trailer kidukki Laletta nigal vere levela,Positive,INVALID
223,Oru 10 thavana kandu,Positive,INVALID
224,ഞാൻ ഈ പടം കണ്ടു പടം തകർത്തു പടം വേറെ ഒരു ലെവൽ ആണ്,Positive,INVALID
225,ഈ പാട്ട് ഈണം പകര്ന്ന  മഹാനാക്കട്ടെ നമ്മുടെ ലൈക്,Positive,INVALID
226,എന്റെ ഏട്ടാ..  നിങ്ങൾ മരണ മാസ്സ് ആണ്..  ഏത് വേഷവും അതിന്റേതായ തന്മയത്തത്തോടെ ചെയ്യാൻ നിങ്ങൾക്കല്ലാതെ വേരാർക്ക് പറ്റും??..  അഭിനയം എന്ന കലയുടെ പൂർണ്ണരൂപം ആണ് ഏട്ടാ നിങ്ങൾ.. love u ettaa..,Positive,INVALID
227,ചാവേറിന്റെ വരവ് കഴിഞ്ഞു എനി അസുരന്റെ വരവിനായി കാത്തിരിക്കുന്നു..  Best wishes ഇക്കാ..,Positive,INVALID
228,"ആദ്യം ഈ പാട്ടു കേട്ടപ്പോൾ ഇഷ്ടപ്പെട്ടില്ല ,ഇപ്പൊ ഈ പാട്ട് കേൾക്കാതെ ഒരു ദിവസം പോലും ഇരിക്കില്ല ! #addicted",Positive,INVALID
229,"പടം കണ്ടു.. ഗംഭീരം... ജോജോ തകർത്തു..പറയാൻ വാക്കുകൾ കിട്ടുന്നില്ല ... എവിടെയൊക്കെയോ കിരീടത്തിലെ ലാലേട്ടനെ കൊണ്ട് വന്നു.. ജീവിച്ചു കാണിച്ചു... നൈല ഉഷ, ചെമ്ബൻ വിനോദ് കട്ടക്ക് നിന്ന് അഭിനയിച്ചു... മാസ്സ് നു മാസ്സ്, അടിക്ക് അടി, senti ക്ക് senti.. എല്ലാം ഒത്തു വന്ന film... അടുത്ത കാലത്ത് ഇറങ്ങിയ നല്ല പടം. Family ക്ക് ഒപ്പം കാണാൻ പറ്റിയ പടം",Positive,INVALID
230,Direction kidu aanennu thonnanu      Mammootyude prithvidem star value kaaranam sradhikkappedukayum cheyyum,Positive,INVALID
231,Mariam kiduu...  Jose Masss...  Porinju Maranamass...,Positive,INVALID
232,ട്രെയിലര്‍ കണ്ടപ്പോള്‍ തന്നെ രോമാഞ്ചം വന്നു .....ഒന്നും പറയാനില്ല ഇത് പൊളിച്ചു....... <3.... കട്ട വെയിറ്റിംഗ് ഫോര്‍ ദി മൂവി #ROYAL_MEX,Positive,INVALID
233,Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive,INVALID
234,Manju chechina orupad istam Lady superstar is back . Trailer super aayi. Ee film oru van vijayam aavatte Manju chechi,Positive,INVALID
235,Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu,Positive,INVALID
236,Jai jai jai lalettan ki jai,Positive,INVALID
237,Heavy trailer.. kurachu naalinu shesham oru malayalam padam kaanan kothipikunnu,Positive,INVALID
238,Film hitayalum floppayalum trailerinirikate oru kuthirappavan,Positive,INVALID
239,Big b model...  Ikka fans hit like,Positive,INVALID
240,Ejjati item ##Derick ikka katta waitingz ##Bgm 100%##,Positive,INVALID
241,Wow ejjathi item mammookaa. Ingalu puliylla puppuliyaa,Positive,INVALID
242,ഇത്ര നല്ല പാട്ടിനെയാണല്ലോ ഡീഗ്രേഡ് ചെയ്തത് ഊളകൾ. പടം കണ്ടപ്പഴല്ലേ മനസിലായത്. മമ്മൂട്ടി കലക്കി,Positive,INVALID
243,LAD പോലെ ഉള്ള ചവർ ജയിപ്പിച്ചിട്ടു ഇതു പോലെ ഒന്നു തോൽപ്പിക്കാതെ ഇരിക്കുക,Positive,INVALID
244,#mamangam 2019 It will be an epic. Mammukka uyir,Positive,INVALID
245,Nammde  Chemban chettan kidu vinde fans undel aa button ang njekkpotticholiii... 🤩🤩🤩,Positive,INVALID
246,Baju +mammookka കോമ്പിനേഷൻ   ഇത് പൊളിക്കും,Positive,INVALID
247,ആ ചിരി കണ്ടോ  വില്ലന്റെ ചിരി  അപ്പൊ ബോക്സ്‌ ഓഫീസ് rip,Positive,INVALID
248,Njan Ee Cinema Maveli Theater il Vachhu Kanddu Avassanam Kannu Nananju-Poyeeee....,Positive,INVALID
249,Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗,Positive,INVALID
250,Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Positive,INVALID
251,അയ്യേ.... ഇത് പണ്ടേ ഇറങ്ങിയ പടം അല്ലെ വല്യേട്ടൻ,Negative,INVALID
252,Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...,Negative,INVALID
253,Malayalathil nalla nadimar illanjittano eee ammayiyea konduvanne... nthu bore aanu avarude abhinayam porathenu enthu oooola lukkanu... sheeeeeaaaaaa valare bore aayippoyi.. ee ammayi ivide kanillayirikkum ini...🤔🤔🤨🤨,Negative,INVALID
254,Ethilum betham gopi sunderaa kayamkulamkochunni enna movie songs nallathayirunnu,Negative,INVALID
255,ഈ പാട്ട് rasallyaa.. അടുത്തത് നോക്കാം.. MJ ser...,Negative,INVALID
256,Chettatharam kanich... App upayogich dislike adichavarod,Negative,INVALID
257,കുന്നംകുളം ഒഴിച്ച് ബാക്കി എല്ലാ നാട്ടിലെയും സ്ലാങ് ഇയാൾ ഇതിൽ പറയുന്നുണ്ട്. ഈ പൊട്ടൻ എത്ര നാൾ ഇങ്ങനെ തള്ളി പിടിച്ചു നിൽക്കും.,Negative,INVALID
258,8 നിലയിൽ പൊട്ടും എന്ന് ഉറപ്പ് ആയി,Negative,INVALID
259,Itinum dislike adikkan aalundallo...nallatine angeegarikkan padikk... duranthangal...,Negative,INVALID
260,Apo athum potti .. aaaa pratheekshayum poyi,Negative,INVALID
261,വടക്കൻ വീരഗാഥയിലെ പാട്ടു പോലെ പ്രതീക്ഷിച്ചു - but  ഇത് ലോക്കൽ പാട്ടും സൂപ്പർ Scenes ഉം,Negative,INVALID
262,Aayea.... ithu oru unda aavolo.... boar ....,Negative,INVALID
263,"മമ്മുക്കയെ കാണാൻ വന്നതാ, ഊള പാട്ട്, തട്ടി കൂട്ടി പാട്ട് അത്രയേ ഉള്ളു",Negative,INVALID
264,സീരിയൽ കാണുന്ന പോലെ ഉണ്ട് .. സിനിമ അങ്ങനെ ആവാതിരിക്കാൻ പ്രതീക്ഷിക്കുന്നു,Negative,INVALID
265,"കിളിച്ചുണ്ടൻ മാമ്പഴം റീലോഡഡ് .  മലയാളം സിനിമകൾ മാത്രം കാണുന്നവർക്ക് ,അന്തം വിട്ടിരിക്കാം .പ്രിയദർശനല്ലെ ,ഒരു വിധപ്പെട്ട എല്ലാ ഹോളിവുഡ് സിനിമയിൽ നിന്നും വിഷ്വൽസ് ചോർത്തിയിട്ടുണ്ടാകും .",Negative,INVALID
266,paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik,Negative,INVALID
267,Pottum  bengaali look  IDGAF mon,Negative,INVALID
268,ഇവളുടെ കയ്യിൽ ഒക്കെ ആരാ സിനിമ കൊടുക്കുന്നത് അ ഹൗ ഓൾഡ് ആർ യു അല്ലാതെ ഏത് സിനിമയ വിജയിച്ചത്,Negative,INVALID
269,ITHU ENTHONNU DANCE AANU??MAMMOOKKAKKU AAMAVADHAM PIDICHO??DAYAVU CHEYTHU MAMMOOKKAYODU INI MELAL DANCE KALICHEKKALLE ENNU PARAYU.,Negative,INVALID
270,ഉണ്ണി മുകുന്ദൻ മസിൽമാൻ മാത്രം ആയി മാറി,Negative,INVALID
271,Enthu paatu aanu ethu...undakiya are sammadhikanam,Negative,INVALID
272,ഒടിയൻ സിനിമക്ക് ശേഷം ലാലേട്ടന്റെ bodylanguage ഒരുപാട് മാറ്റം വന്നു . പഴയ ലാലേട്ടനെ കാണാൻ സാധിക്കുന്നില്ല.,Negative,INVALID
273,Nalla kure trailer scene padathil kandilla ellam cut chythu mudichu kalanju,Negative,INVALID
274,ഇതുവരെ 2.1 k പൂജപ്പുര മച്ചാൻസ് ടീസർ കണ്ടു  .. enjoy..Enjoy..,Negative,INVALID
275,സത്യം പറഞ്ഞ ട്രയ്ലർ anik eztam ആയില്ല,Negative,INVALID
276,"poda thayolikala ninte oka ammada mech ,",Negative,INVALID
277,"എന്റെ അലക്കിയിട്ട പുതിയ ഷഡ്ഢി  കാണുന്നില്ല,അപ്പോളാണവളുടെ ഒരു മൂക്കുത്തി.",Negative,INVALID
278,Title il Suraj ettante peru vekkaathath moshaayipoyi..,Negative,INVALID
279,Cinema muyuvan manassilayi ini padam kaanano,Negative,INVALID
280,Dislike adicha mamookante  fanse odu myrukale,Negative,INVALID
281,ടൈറ്റിൽ നോ ഇമോഷണൽ ടച് ആരാധകൻ മതിയായിരുന്നു,Negative,INVALID
282,Mookkinittoru idi tharumbol ee asukam marum. Mookuthi kandillanum paranju dance kalikunu athu nokki kandupidikkanollenu. Enth tholinja variyanu saho?? Malayala bhashayil pettenu kshaamam vanno?? Ingeru thannano aavo ennu ninte moideenu vendi ezhuthye.,Negative,INVALID
283,ടീസർ ഇറങ്ങുന്നതിനു രണ്ടു ദിവസം മുൻപേ dislike. എന്ത് പേടിയാണ് മോനെ,Negative,INVALID
284,dislike adicha premukhan markku nanni . asooya,Negative,INVALID
285,verum  nadathavum iruttavum mathrame  ullu,Negative,INVALID
286,ഞമ്മന്റെ ആൾക്കാർ കിടന്നു ഉമ്പുന്നുണ്ടലോ...ഇതേതോ കുന്നം കുളം video ആണ്...മമ്മൂക്കയുടെ mamengam എന്ന ബോർ ട്രയ്ലർ ആണ്.🤧🤧,Negative,INVALID
287,ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?,Negative,INVALID
288,അയ്യോ 100കോടി വെള്ളത്തിൽ വളിയിട്ട പോലെ ആകുമല്ലോ ഇതിപ്പോ ഈ ചുണ്ടൻ മാമ്പഴം to എന്ന് പേരിട്ടാൽ പോരെ അതല്ലേ അതിൻറെ ഒരു ശരി കുഞ്ഞാലി മരക്കാർ വേറെ വരുന്നുണ്ട് ചരിത്ര നായകൻ ആ നായകൻ ഒരാൾക്ക് മാത്രമേ കഴിയൂ മെഗാസ്റ്റാർ വേറെ ആരും ഒന്നും ചെയ്തിട്ട് കാര്യമില്ല ഒരു രക്ഷയുമില്ല,Negative,INVALID
289,ഇത് ഷൈലോക്കിന്റെ കൂടെ പിടിച്ചു നിൽക്കാൻ പറ്റുമെന്ന് തോന്നുനില്ല,Negative,INVALID
290,ലാലേട്ടനെ  ഒരുപാടിഷ്ടമാണ്..... പക്ഷെ  പറയട്ടെ.... ചിത്രം  നിരാശപ്പെടുത്തി.....പതിവ്  പോലെ  ലാലേട്ടന്റെ റോൾ  അദ്ദേഹം  ഭംഗിയായി  ചെയ്തു.... ബട്ട്‌.......ഇതുപോലെ..... ലോജിക്  ഇല്ലാത്ത  മണ്ടൻ കഥയിൽ അദ്ദേഹം  തല  വെച്ചു പോയി......പഴയ  ലാലേട്ടനെ  തിരിച്ചു  കിട്ടി എന്നൊക്കെ  പറയുന്നവരോട്... എന്തു പറയാൻ......,Negative,INVALID
291,Jai marikkunnath kandappol othiri sangadamaayi,Negative,INVALID
292,മൂക്കുത്തി അല്ല പെണ്ണുമ്പിളെ സാരി ആണ് കാണാതായത്... യ്യോ കൊട്ടാരത്തിൽ ഇത്രക്ക് ദാരിദ്ര്യം,Negative,INVALID
293,1k dislikes Ella dislike pannikalkum endhe naduviral namskaram,Negative,INVALID
294,Enthu paata .oru sugam ella.evidennu kitti engine oru paatu ayyeeeee msha bore,Negative,INVALID
295,ആരാണ് ഈ ട്രയ്ലർ എഡിറ് ചെയ്തത്? ഒരു സ്റ്റാൻഡേർഡ് ഇല്ലാത്ത ഊമ്പിയ എഡിറ്റിംഗ്. ആദ്യം the complete actor Mohanlal എന്നുള്ളത് കണ്ടപ്പോ ഞാൻ വിചാരിച്ചു ഏതോ ഊച്ചാളി പയ്യൻസ് എഡിറ്റ് ചെയ്ത് ആണ് എന്ന്. നല്ല വളിപ്പ് എഡിറ്റ്,Negative,INVALID
296,ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു,Negative,INVALID
297,"മൂക്കുത്തി കണ്ടില്ല, പക്ഷെ കുറെ വടകൾ കണ്ടു  Prachi Tehlan എന്തൊരു വയർ",Negative,INVALID
298,Malayaligale kitanjitano Hindi kaariye kond vanne.... Ee penninalo Giraffe athrem height um thonnikunu,Negative,INVALID
299,Ee jathi vesham kettichu dance kalippichal aarengilum mookkuthi kanumo Setta,Negative,INVALID
300,നല്ല ബോറ് ചിത്രീകരണം ആണല്ലോ. മമ്മുട്ടിക്ക് ഇങ്ങനെയുള്ള റോൾ ഒന്നും ചേരില്ല.,Negative,INVALID
301,ഇങ്ങേർ ഇനിയും വളിപ് നിർത്താൻ ഉദ്ദേശം ഇല്ലാ എന്നാ തോന്നുന്നത്... അടുത്ത പടക്കവും ആയി വരുന്നുണ്ടേ...🤣🤣🤣🤣🤣🤣🤣,Negative,INVALID
302,അപ്പോ ഇട്ടിമാണിടെ Ticket cash ലാഭമായി.......sryy lalettaa... Review അറിഞ്ഞിട്ട് കേറാം...  Its tym For LAD & BROTHERzDay,Negative,INVALID
303,ഇതോടെ ഒന്ന് ഉറപ്പായി. പൊട്ടും. അസ്സൽ സീരിയൽ പോലെ ഉണ്ട്. മുടക്കിയ പൈസ എങ്കിലും തിരിച്ചു കിട്ടട്ടെ. All the best,Negative,INVALID
304,എടാ മോനുസേ ഗുഹൻ മെസ്സ് ആണേ മെമെങ്കം 100 കോലി ആണേ,Negative,INVALID
305,ejjadhi oola padam immathiri oola padam jeevidhathil kandittilla my rating 0.5/5,Negative,INVALID
306,Telugu padam maathiri thoori aakki kalanjallo... Sheey,Negative,INVALID
307,Trailer kandit orappa nalla supper POTTA FILM..,Negative,INVALID
308,കൂതറ ട്രെയിലർ.. ലൂസിഫർ ഇത് തന്നെയല്ലേ ഇറക്കിയത് ലോലട്ടന്റെ ഒരു കാര്യം ഒരു വേഷപ്പകർച്ചയും ഇല്ലാത്ത ഒരേയൊരു പൂജപ്പുര രായാവ്,Negative,INVALID
309,Mamakathinu pakarama aayi tha oru pottikal.. endh trailer Anu edh.... Trailer vech padam vilayiruthunadh sariyala.. but etra mosham ...   Dub cheyda shabdam lucifernda Vila kalayan,Negative,INVALID
310,Padikkan pokunna pullare vedakkakan oro kunappanmar immadhiri oro pooonjattile film eduthu undakikolum,Negative,INVALID
311,Odiyan release datinte annu oru leave kodukkam working day ayity karyamilla,Negative,INVALID
312,Next disaster loading after mamangam 🤣🤣🤣🤣🤣 ikka fans nte dialogue- Muruga nee theernada  ini ethra Kollam ithupolae ikkan fans karayum  release aaya mamangam washout odiyan de tracked collection polum illa Ennitu thallu,Negative,INVALID
313,ഇക്കയെ ഇഷ്ട്ടമാണ്  എന്നാലും പറയുവാണ്   പടം 5പൈസക്ക് ഉണ്ടാവൂല,Negative,INVALID
314,dislike adikkunna ella myrenmaarrum poyi oomb,Negative,INVALID
315,മമ്മൂട്ടി ഒരുപാട് പരിമിതികൾ ഉള്ള നടനാണെന്ന് വീണ്ടും തെളിയിച്ച സിനിമയും പാട്ടും,Negative,INVALID
316,Manushyane chirippikan aayittu oro thaalikal irangikkolum🤣🤣🤣🤣... Ezheechu podo kilava,Negative,INVALID
317,Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam,Negative,INVALID
318,ഞാൻ കണ്ടു.. ഞാൻ മാത്രമേ കണ്ടുള്ളു 🤣🤣🤣..കോണത്തിലെ പടം..,Negative,INVALID
319,പൈസ തന്നു വെറുതെ കൊണ്ട് പോയി കാണിക്കാം എന്ന് പറഞ്ഞാലും.. ഞാൻ കാണാൻ പോകില്ല... ദിലീപ് പടം കാണുന്നത് ഇഷ്ടം അല്ല,Negative,INVALID
320,"മനപ്പൂര്‍വ്വം ano ലാലേട്ടന് വെച്ചു മാത്രം സിദ്ദിഖ്‌ eeyedayai  igne(ladies and gentlemen, big brother) . Valom karuthi kooti!",Negative,INVALID
321,"കാര്യം ഞാനുമൊരു മമ്മൂട്ടി ഫാൻ ആണ്.  പക്ഷേ പറയാതെ വയ്യ, നല്ല ബോർ ടീസർ.",Negative,INVALID
322,Unlike ഇടാൻ വേണ്ടി കൊറേ എണ്ണം കാത്തിരുന്നു,Negative,INVALID
323,Ithu entha Telugu Tamil sthiram mass masala Padam aaano Pand ingero vallya aaalaaayirunnu  Ippo normal aayi jeevikunnu Kand maduththu,Negative,INVALID
324,Aadhyam udukkan oru thuni nokkuu..ennittu mukkuthi nokkam,Negative,INVALID
325,എന്തു പേടിയാണ് മക്കളെ . ട്രെയിലർ വരുന്നതിന് മുമ്പ് തന്നെ  ഡിസ്‌ലൈക്ക് അടിക്കാൻ,Negative,INVALID
326,Anusitharayude abinayam rassamilla kaanan yella fillmilum kanakkaan (my personal opinion),Negative,INVALID
327,Kandathil vech mungiya pdam  Rating 1.1/5,Negative,INVALID
328,ഇപ്പോ അത്യാവിശം മൂക്കുത്തി അല്ല... അൽപ്പം തുണി ആണ്,Negative,INVALID
329,35 കോലിയിൽ വരുന്ന സിദ്ദിക്ക്‌ - മോഹൻലാൽ മൂവിയെ കണ്ടം വഴി ഓടിക്കാനാണ് ഇന്ത അസുരൻ വരുന്നത്  കൊടൂര മാസ്സ് entertainer,Negative,INVALID
330,ഡിസ്‌ലൈക്ക് അടിച്ചവർ തന്ത ഇല്ലാത്തവർ  എന്ന് ബോണി പറയാൻ പറഞ്ഞു,Negative,INVALID
331,"Avanmaar kku thudanghi kuru pottan  ,puthan panam, rajamanikyam, ini eanthadaa oolakale parayaanullath",Negative,INVALID
332,കാലം മാറി വരുന്നതിന് അനുസരിച്ചുള്ള പാട്ടാന്ന് തോനുന്നു ...സിനിമയ്ക്ക് പഴയ പേരും അതിലെ പാട്ട് അതിനോട് യോജിക്കാത്ത പുതിയ കാലത്തിന് അനുസരിച്ച പാട്ടും...കേൾക്കാൻ നമ്മളും,Negative,INVALID
333,1:02 ithokke school pillerod poyi para sire. Ee sir vili kore film il kettinn .,Negative,INVALID
334,എന്ത് മൂഞ്ചിയ ട്രയ്ലർ ആണെടോ...?? എട്ട് നിലയിൽ പൊട്ടിയ ഓടിയന്റെ ട്രൈലെർ ഇതിലും പ്രതീക്ഷ നൽകിയിരുന്നു.....,Negative,INVALID
335,ബിഗ് ബ്രദർ ന്റെ കൂദാശ  ഷൈലോക്ക് ന്റെ വക,Negative,INVALID
336,Trailer kandapo oru karyam urapichu #LAD,Negative,INVALID
337,Laalinu pakaram vere oru nadan akamayirunnu lal ithepole orupadu   cheyithittundu,Negative,INVALID
338,ഈ കാട്ടി കൂട്ടൽ kandi തിയേറ്ററിൽ ചിരിച്ചു കൂവിയവർ 🤣🤣ഇജാതി,Negative,INVALID
339,Aa 60 unlike അടിച്ച മാക്രികൾ video കാണുന്നണ്ടോ,Negative,INVALID
340,Ettan kootiya koodoola adurappa end diloga id chirichu chavum,Negative,INVALID
341,Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam,Negative,INVALID
342,Dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം,Negative,INVALID
343,ഈ പാട്ട് കട്ട ശോകം ആയി പോയി,Negative,INVALID
344,Police ne kuttam parayuna,Negative,INVALID
345,ട്രൈലർ വളരെ മോശം. സിനിമ അങ്ങനെ ആവാതിരിക്കട്ടെ...,Negative,INVALID
346,Adutha oru Pazhassi Raja pratheekshichirikkuvarnnu. Athu moonjinna thonnane. Ingane history background aaytulla padangalil e item song idunnath onn ozhivakki koode?,Negative,INVALID
347,ഫാന്സിനോട് ...ഇതും പൊക്കി മുറുക നീ റെർന്നു കേട്ടോ എന്നൊന്നും വരല്ലേ .. ഇത് മധുര രായ 3 ആരിക്കും,Negative,INVALID
348,ജിമ്മിറ്റിന്ടെ ബിഗ് ബ്രദർ....  ഗുഹന്റെ ഷൈലോക്...  ഫ്ലോപ്സ് ലോഡിങ്...,Negative,INVALID
349,Anuchechine കണ്ടില്ല ഇതിനൊക്കെ ആരാണോ dislike adikane,Negative,INVALID
350,പടം ഈ പാട്ട് പോലെ തന്നെ ദുരന്തം ആയിരിക്കുമോ. എന്ത് മോശം വരികൾ. ഒരുമൂക്കുത്തി  ..........,Negative,INVALID
351,വട ഒക്കെ out of fashion ആയത് ആരെങ്കിലും ഒന്ന് പറഞ്ഞു കൊടുക്ക്,Negative,INVALID
352,ഈ പാളേതൂറിക്ക് പറ്റുന്ന പണി എടുത്താൽ പോരെ ഇജ്ജാതി വാണം 🤣🤣🤣,Negative,INVALID
353,ട്രൈലർ കണ്ടിട്ട് മുമ്പ് എട്ട് നിലയിൽ പൊട്ടിപ്പോയ വാമനപുരം ബസ്റൂട്ട് ഒാർമ വന്നവർക്ക് ലൈക്കടിക്കാനുള്ള കമന്റ്. ഒാണം വിന്നർ ബ്രദേർസ് ഡേ തന്നേയെന്ന് ഒരിക്കൽ കൂടി തെളിയിച്ചു,Negative,INVALID
354,എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ  വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..,Negative,INVALID
